154,Heuristic,10000000,7230.000000,1,0.005000,500000,16,12
Time,Value 
Final, 123790,7231

NrViolations,0
Round,H_team,A_team 
0,0,12
0,1,5
0,10,2
0,3,15
0,11,4
0,8,6
0,9,7
0,14,13
1,0,2
1,1,15
1,3,5
1,13,4
1,9,6
1,7,10
1,8,12
1,14,11
2,0,9
2,4,1
2,2,15
2,7,3
2,5,8
2,6,10
2,13,11
2,12,14
3,14,0
3,1,2
3,6,3
3,4,8
3,11,5
3,15,7
3,10,9
3,12,13
4,13,0
4,1,3
4,2,4
4,15,5
4,6,12
4,11,7
4,8,9
4,10,14
5,0,1
5,2,6
5,3,4
5,5,12
5,7,14
5,13,8
5,9,11
5,10,15
6,5,0
6,13,1
6,3,2
6,4,10
6,6,11
6,7,12
6,15,8
6,9,14
7,3,0
7,10,1
7,2,9
7,12,4
7,6,5
7,7,13
7,11,8
7,14,15
8,0,6
8,1,9
8,2,7
8,8,3
8,14,4
8,5,13
8,11,10
8,15,12
9,0,8
9,1,7
9,14,2
9,11,3
9,4,6
9,5,9
9,12,10
9,15,13
10,4,0
10,6,1
10,12,2
10,9,3
10,5,7
10,8,14
10,13,10
10,15,11
11,10,0
11,8,1
11,2,5
11,3,14
11,4,15
11,7,6
11,9,13
11,12,11
