0,Heuristic,0,500
1890,1157
1860,1157
1830,1157
1800,1157
1770,1157
840,1323
810,1323
780,1323
750,1370
720,1370
690,1386
660,1402
630,1402
600,1437
570,1473
540,1489
510,1489
480,1546
450,1579
420,1579
390,1591
0,408528
30,3461
60,2896
90,2515
120,2342
150,2164
180,2051
210,1977
240,1915
270,1836
300,1758
330,1745
360,1644
870,1323
900,1323
930,1323
960,1236
990,1212
1020,1212
1050,1212
1080,1212
1110,1212
1140,1212
1170,1192
1200,1192
1230,1192
1260,1163
1290,1157
1320,1157
1350,1157
1380,1157
1410,1157
1440,1157
1470,1157
1500,1157
1530,1157
1560,1157
1590,1157
1620,1157
1650,1157
1680,1157
1710,1157
1740,1157
Final, 1157

