0,Heuristic,0,100
3630,15768
3600,15811
3570,15811
3540,15834
3510,15864
3480,15864
3450,15906
3420,15906
3390,15958
3360,15973
3330,15993
3300,15996
3270,16029
3240,16055
3210,16091
3180,16139
3150,16155
3120,16227
3090,16243
3060,16281
3030,16281
3000,16318
2970,16410
2940,16437
2910,16437
2880,16509
2850,16548
2820,16551
2790,16668
2760,16680
2730,16691
2700,16736
2670,16841
2640,16849
2610,16862
2580,16930
2550,16944
2520,17025
2490,17051
2460,17148
2430,17184
2400,17259
2370,17310
2340,17387
2310,17421
2280,17491
2250,17552
2220,17573
2190,17672
2160,17683
2130,17775
2100,17819
2070,17909
2040,17970
2010,18006
1980,18006
1950,18097
1920,18215
1890,18222
1860,18222
1830,18310
1800,18350
1770,18394
840,24743
810,25154
780,25481
750,25481
720,25481
690,25481
660,105777
630,106922
600,108274
570,108274
540,188480
510,268783
480,269332
450,348559
420,430138
390,510884
0,44012126
30,23863511
60,16347168
90,10992037
120,7792116
150,5073514
180,3712097
210,2275668
240,1871110
270,1395071
300,993333
330,831774
360,828680
870,24122
900,23495
930,22849
960,22456
990,22046
1020,21758
1050,21428
1080,21153
1110,20862
1140,20704
1170,20559
1200,20388
1230,20214
1260,20089
1290,19957
1320,19936
1350,19778
1380,19760
1410,19641
1440,19516
1470,19402
1500,19329
1530,19192
1560,19079
1590,18936
1620,18892
1650,18767
1680,18639
1710,18570
1740,18394
Final, 15768

