0,Heuristic,0,500
3630,18786
3600,18869
3570,18887
3540,18982
3510,19026
3480,19074
3450,19160
3420,19169
3390,19200
3360,19254
3330,19336
3300,19353
3270,19443
3240,19454
3210,19554
3180,19554
3150,19614
3120,19614
3090,19684
3060,19684
3030,19792
3000,19792
2970,19792
2940,19918
2910,19991
2880,19991
2850,20066
2820,20123
2790,20176
2760,20184
2730,20184
2700,20315
2670,20384
2640,20461
2610,20490
2580,20631
2550,20671
2520,20671
2490,20848
2460,20883
2430,20939
2400,21053
2370,21110
2340,21121
2310,21121
2280,21225
2250,21326
2220,21326
2190,21326
2160,21571
2130,21642
2100,21663
2070,21859
2040,21954
2010,22023
1980,22114
1950,22125
1920,22327
1890,22343
1860,22528
1830,22571
1800,22642
1770,22769
840,32619
810,33908
780,114448
750,196327
720,434578
690,597043
660,995971
630,1397389
600,2036315
570,2597835
540,3237295
510,4035991
480,4913955
450,5794758
420,6831974
390,7715363
0,42733229
30,31619325
60,27462999
90,24262552
120,21545152
150,19226561
180,17229396
210,15549146
240,13949846
270,12431856
300,11152475
330,9953637
360,8753736
870,31317
900,30405
930,29560
960,28888
990,28454
1020,28009
1050,27598
1080,27068
1110,26890
1140,26376
1170,26303
1200,25993
1230,25769
1260,25575
1290,25363
1320,25135
1350,24839
1380,24697
1410,24544
1440,24436
1470,24230
1500,24064
1530,23762
1560,23762
1590,23618
1620,23431
1650,23337
1680,23221
1710,23053
1740,23018
Final, 18786

