0,Heuristic,0,500
3630,103941
3600,103961
3570,104068
3540,104234
3510,104342
3480,104402
3450,104562
3420,104760
3390,104929
3360,104986
3330,105110
3300,105319
3270,105491
3240,105491
3210,105491
3180,105491
3150,105491
3120,105491
3090,105491
3060,105491
3030,105491
3000,105491
2970,105491
2940,105491
2910,105491
2880,105491
2850,105491
2820,105491
2790,105491
2760,185317
2730,185543
2700,185590
2670,185779
2640,186010
2610,186125
2580,186415
2550,186628
2520,187000
2490,187224
2460,187506
2430,187872
2400,188220
2370,188620
2340,189296
2310,189739
2280,190408
2250,191088
2220,192002
2190,194304
2160,348528
2130,348528
2100,348528
2070,428276
2040,428786
2010,429273
1980,429468
1950,429468
1920,429468
1890,429468
1860,429468
1830,508979
1800,508979
1770,508979
840,4590743
810,5153714
780,5634678
750,6034445
720,6595792
690,7393699
660,8112073
630,8831831
600,9553037
570,10432343
540,11152548
510,12110745
480,12910360
450,13949594
420,14908417
390,15949204
0,48729303
30,39214580
60,34896788
90,31777573
120,29220447
150,27062077
180,25144761
210,23544505
240,22025652
270,20665978
300,19386508
330,18188001
360,16988268
870,3955884
900,3554499
930,3154552
960,2754251
990,2434744
1020,2352700
1050,2192910
1080,1954319
1110,1714286
1140,1473675
1170,1234617
1200,1152796
1230,1151392
1260,1150295
1290,1149553
1320,1069740
1350,992679
1380,913616
1410,912116
1440,831687
1470,753815
1500,673414
1530,592738
1560,591331
1590,590006
1620,589905
1650,588854
1680,588467
1710,508979
1740,508979
Final, 103941

