0,Heuristic,0,10
1950,418593
1920,418593
1890,418593
1860,418593
1830,418660
1800,418711
1770,418715
840,660395
810,740310
780,741167
750,742453
720,744137
690,902908
660,903868
630,1061854
600,1142467
570,1222584
540,1302045
510,1381948
480,1383620
450,1541732
420,1543214
390,1545447
0,38655044
30,11946415
60,7471816
90,6187822
120,4510442
150,3629020
180,3226091
210,2905545
240,2345374
270,2025445
300,1942347
330,1782772
360,1780935
870,660395
900,660395
930,581248
960,581248
990,580707
1020,580427
1050,580138
1080,579877
1110,500038
1140,421248
1170,421248
1200,421007
1230,420284
1260,419967
1290,419706
1320,419623
1350,419427
1380,419274
1410,419137
1440,419101
1470,419071
1500,419005
1530,418942
1560,418942
1590,418929
1620,418923
1650,418830
1680,418822
1710,418789
1740,418749
Final, 418593

