0,Heuristic,0,5000
3630,8192732
3600,8194046
3570,8432195
3540,8512711
3510,8592622
3480,8752117
3450,8833133
3420,8913255
3390,9072053
3360,9154125
3330,9233546
3300,9393081
3270,9552548
3240,9632427
3210,9792110
3180,9872624
3150,9951805
3120,10111646
3090,10272927
3060,10351229
3030,10591525
3000,10592559
2970,10752482
2940,10911819
2910,10991979
2880,11150651
2850,11312139
2820,11471186
2790,11551429
2760,11710378
2730,11791716
2700,11951282
2670,12111856
2640,12270394
2610,12430947
2580,12511578
2550,12670731
2520,12831332
2490,12991218
2460,13150405
2430,13150405
2400,13470360
2370,13629598
2340,13709720
2310,13790948
2280,14032334
2250,14189876
2220,14349733
2190,14509949
2160,14669117
2130,14749976
2100,14990570
2070,15148795
2040,15309736
2010,15470560
1980,15708207
1950,15709690
1920,15870933
1890,16188816
1860,16269114
1830,16430251
1800,16748145
1770,16909640
840,23946014
810,24264714
780,24663796
750,24743267
720,25145138
690,25623030
660,26022615
630,26422804
600,26663060
570,26982366
540,27383470
510,28021060
480,28421648
450,28821695
420,29301058
390,29780652
0,44173083
30,40095621
60,38416173
90,36896595
120,35857549
150,34738132
180,33939204
210,33378092
240,32341149
270,32019289
300,31219005
330,30661247
360,30260219
870,23783926
900,23385144
930,23144776
960,22744381
990,22585392
1020,22264534
1050,21946432
1080,21626591
1110,21385502
1140,21226345
1170,20987464
1200,20745816
1230,20585626
1260,20265869
1290,20028171
1320,19867633
1350,19626430
1380,19387902
1410,19226420
1440,18828065
1470,18747990
1500,18508377
1530,18347826
1560,18186564
1590,18026646
1620,17787399
1650,17627363
1680,17467614
1710,17226066
1740,17068608
Final, 8.19273e+06

