0,Heuristic,1,5000
3630,14471
3600,14471
3570,14471
3540,14471
3510,14471
3480,14471
3450,14471
3420,14471
3390,14471
3360,14471
3330,14471
3300,14471
3270,14683
3240,14714
3210,14714
3180,14714
3150,14830
3120,14830
3090,14830
3060,14830
3030,14830
3000,14830
2970,14830
2940,14830
2910,14830
2880,14830
2850,14830
2820,14830
2790,14830
2760,14830
2730,14830
2700,14830
2670,14830
2640,14830
2610,14830
2580,14830
2550,14830
2520,14830
2490,14830
2460,14830
2430,14830
2400,14993
2370,14993
2340,14993
2310,15004
2280,15004
2250,15193
2220,15193
2190,15193
2160,15193
2130,15193
2100,15193
2070,15193
2040,15193
2010,15193
1980,15193
1950,15193
1920,15193
1890,15193
1860,15193
1830,15193
1800,15193
1770,15193
840,15962
810,15962
780,15962
750,16011
720,16011
690,16011
660,16130
630,16267
600,16267
570,16267
540,16267
510,16267
480,16267
450,16299
420,16299
390,16299
0,4903109
30,19786
60,18558
90,17189
120,16932
150,16722
180,16722
210,16722
240,16722
270,16722
300,16397
330,16397
360,16397
870,15956
900,15918
930,15918
960,15654
990,15654
1020,15654
1050,15654
1080,15654
1110,15654
1140,15654
1170,15654
1200,15654
1230,15654
1260,15626
1290,15552
1320,15552
1350,15552
1380,15409
1410,15409
1440,15409
1470,15368
1500,15368
1530,15368
1560,15368
1590,15368
1620,15368
1650,15193
1680,15193
1710,15193
1740,15193
Final, 14471

