0,Heuristic,1,100
3630,17524
3600,17524
3570,17524
3540,17524
3510,17524
3480,17546
3450,17562
3420,17565
3390,17567
3360,17567
3330,17569
3300,17569
3270,17569
3240,17569
3210,17569
3180,17569
3150,17569
3120,17569
3090,17569
3060,17569
3030,17569
3000,17569
2970,17569
2940,17569
2910,17569
2880,17569
2850,17569
2820,17569
2790,17569
2760,17569
2730,17569
2700,17569
2670,17602
2640,17602
2610,17602
2580,17602
2550,17623
2520,17639
2490,17639
2460,17650
2430,17650
2400,17653
2370,17653
2340,17678
2310,17680
2280,17680
2250,17680
2220,17697
2190,17697
2160,17724
2130,17729
2100,17729
2070,17729
2040,17729
2010,17735
1980,17735
1950,17735
1920,17780
1890,17784
1860,17784
1830,17813
1800,17813
1770,17813
840,18408
810,18408
780,18458
750,18503
720,18584
690,18636
660,18659
630,18703
600,18775
570,18851
540,18924
510,19016
480,19020
450,19041
420,19245
390,19373
0,38111
30,24351
60,22933
90,22387
120,21688
150,21291
180,20809
210,20574
240,20047
270,20047
300,19936
330,19679
360,19515
870,18333
900,18272
930,18272
960,18272
990,18237
1020,18161
1050,18161
1080,18161
1110,18146
1140,18109
1170,18087
1200,18087
1230,18039
1260,18028
1290,18024
1320,18024
1350,17997
1380,17964
1410,17964
1440,17933
1470,17887
1500,17887
1530,17887
1560,17885
1590,17867
1620,17867
1650,17842
1680,17842
1710,17842
1740,17828
Final, 17524

