0,Heuristic,1,500
3630,18063
3600,18096
3570,18141
3540,18141
3510,18169
3480,18176
3450,18196
3420,18216
3390,18216
3360,18216
3330,18216
3300,18216
3270,18216
3240,18268
3210,18268
3180,18269
3150,18269
3120,18269
3090,18326
3060,18362
3030,18362
3000,18438
2970,18446
2940,18446
2910,18446
2880,18490
2850,18490
2820,18496
2790,18521
2760,18521
2730,18578
2700,18579
2670,18579
2640,18614
2610,18614
2580,18614
2550,18614
2520,18636
2490,18666
2460,18666
2430,18671
2400,18671
2370,18742
2340,18745
2310,18745
2280,18745
2250,18745
2220,18745
2190,18745
2160,18825
2130,18888
2100,18888
2070,18893
2040,18943
2010,18952
1980,18952
1950,19047
1920,19104
1890,19104
1860,19180
1830,19180
1800,19180
1770,19286
840,20831
810,20863
780,20863
750,20863
720,20999
690,21158
660,21201
630,21201
600,21220
570,21506
540,21506
510,21506
480,21506
450,22214
420,22290
390,22290
0,2112556
30,26359
60,25614
90,24999
120,24113
150,24089
180,23491
210,23491
240,23131
270,22798
300,22798
330,22607
360,22357
870,20795
900,20638
930,20510
960,20502
990,20502
1020,20364
1050,20256
1080,20256
1110,20256
1140,20202
1170,20202
1200,20192
1230,20063
1260,20063
1290,19976
1320,19928
1350,19800
1380,19800
1410,19800
1440,19800
1470,19800
1500,19754
1530,19540
1560,19540
1590,19457
1620,19451
1650,19424
1680,19422
1710,19374
1740,19374
Final, 18063

