0,Heuristic,1,50
3630,9385
3600,9385
3570,9411
3540,9411
3510,9436
3480,9452
3450,9452
3420,9470
3390,9482
3360,9489
3330,9489
3300,9529
3270,9529
3240,9554
3210,9587
3180,9591
3150,9601
3120,9637
3090,9637
3060,9655
3030,9656
3000,9656
2970,9658
2940,9658
2910,9658
2880,9658
2850,9658
2820,9708
2790,9711
2760,9717
2730,9754
2700,9764
2670,9770
2640,9770
2610,9792
2580,9795
2550,9795
2520,9800
2490,9800
2460,9826
2430,9838
2400,9838
2370,9838
2340,9846
2310,9861
2280,9861
2250,9861
2220,9861
2190,9861
2160,9910
2130,9932
2100,9934
2070,9941
2040,9941
2010,9952
1980,9999
1950,10054
1920,10069
1890,10073
1860,10083
1830,10103
1800,10103
1770,10103
840,10914
810,10939
780,10947
750,11016
720,11051
690,11065
660,11065
630,11065
600,11261
570,11307
540,11368
510,11421
480,11489
450,11501
420,11627
390,11784
0,16468
30,14380
60,13718
90,13276
120,12995
150,12788
180,12486
210,12486
240,12334
270,12306
300,11978
330,11978
360,11866
870,10879
900,10792
930,10792
960,10768
990,10715
1020,10715
1050,10686
1080,10678
1110,10652
1140,10622
1170,10594
1200,10548
1230,10519
1260,10519
1290,10493
1320,10456
1350,10426
1380,10391
1410,10363
1440,10343
1470,10295
1500,10293
1530,10228
1560,10228
1590,10228
1620,10218
1650,10170
1680,10170
1710,10153
1740,10114
Final, 9385

