0,Heuristic,i02,1
Time,Value 
Final, 3980,7231

Round,H_team,A_team 
0,0,9
0,1,16
0,11,2
0,3,6
0,4,14
0,5,15
0,7,18
0,8,10
0,13,12
0,17,24
0,19,20
0,25,21
0,22,23
0,26,27
0,33,28
0,29,34
0,32,30
0,31,39
0,38,35
0,36,37
1,10,0
1,9,1
1,2,19
1,3,13
1,18,4
1,5,8
1,12,6
1,7,11
1,15,14
1,24,16
1,21,17
1,22,20
1,23,25
1,34,26
1,27,30
1,28,29
1,31,32
1,36,33
1,35,37
1,39,38
2,0,8
2,20,1
2,25,2
2,14,3
2,4,7
2,10,5
2,6,18
2,15,9
2,11,12
2,19,13
2,16,21
2,17,22
2,24,23
2,26,39
2,27,31
2,30,28
2,29,33
2,38,32
2,37,34
2,35,36
3,5,0
3,1,24
3,13,2
3,3,4
3,6,11
3,12,7
3,8,15
3,9,10
3,18,14
3,16,17
3,21,19
3,20,23
3,22,25
3,26,37
3,33,27
3,32,28
3,29,36
3,30,31
3,38,34
3,39,35
4,0,15
4,17,1
4,2,21
4,7,3
4,4,6
4,9,5
4,14,8
4,10,19
4,13,11
4,12,18
4,23,16
4,25,20
4,24,22
4,31,26
4,27,29
4,28,35
4,34,30
4,33,32
4,36,38
4,37,39
5,1,0
5,2,12
5,18,3
5,11,4
5,14,5
5,6,7
5,8,9
5,15,10
5,21,13
5,16,22
5,23,17
5,19,25
5,20,24
5,30,26
5,28,27
5,32,29
5,34,31
5,35,33
5,39,36
5,37,38
