0,FO,16,12
Time,Value 
Final, 122860,117502

Round,H_team,A_team 
0,0,7
0,1,2
0,3,5
0,4,10
0,11,6
0,9,8
0,12,13
0,15,14
1,8,0
1,1,11
1,2,5
1,3,9
1,4,12
1,14,6
1,10,7
1,13,15
2,0,12
2,8,1
2,2,11
2,15,3
2,6,4
2,5,9
2,7,14
2,10,13
3,10,0
3,15,1
3,12,2
3,13,3
3,9,4
3,5,11
3,7,6
3,14,8
4,0,1
4,13,2
4,11,3
4,7,4
4,5,10
4,9,6
4,15,8
4,12,14
5,4,0
5,1,7
5,14,2
5,3,10
5,6,5
5,8,13
5,11,9
5,12,15
6,0,5
6,1,3
6,2,7
6,4,13
6,6,10
6,8,12
6,14,9
6,11,15
7,13,0
7,1,6
7,2,3
7,4,14
7,7,5
7,8,11
7,15,9
7,10,12
8,15,0
8,12,1
8,2,4
8,3,6
8,5,8
8,9,7
8,10,14
8,11,13
9,0,2
9,14,1
9,3,4
9,5,15
9,6,8
9,7,12
9,9,13
9,11,10
10,0,3
10,13,1
10,6,2
10,5,4
10,7,8
10,9,12
10,10,15
10,14,11
11,6,0
11,1,5
11,2,9
11,3,7
11,4,15
11,8,10
11,12,11
11,13,14
