0,FO,40,10
Time,Value 
Final, 906,699

Round,H_team,A_team 
0,39,0
0,3,1
0,7,2
0,4,6
0,5,9
0,8,10
0,12,11
0,13,14
0,19,15
0,16,17
0,20,18
0,21,25
0,24,22
0,23,26
0,28,27
0,29,30
0,33,31
0,34,32
0,35,38
0,37,36
1,0,37
1,1,4
1,5,2
1,38,3
1,6,9
1,10,7
1,39,8
1,11,13
1,17,12
1,14,16
1,18,15
1,23,19
1,20,25
1,21,28
1,26,22
1,30,24
1,27,35
1,31,29
1,32,33
1,36,34
2,0,8
2,1,37
2,2,4
2,36,3
2,6,5
2,11,7
2,14,9
2,13,10
2,18,12
2,15,16
2,17,21
2,26,19
2,20,28
2,27,22
2,25,23
2,32,24
2,34,29
2,33,30
2,31,35
2,38,39
3,3,0
3,1,2
3,4,37
3,7,5
3,8,6
3,9,11
3,10,14
3,12,13
3,15,17
3,16,21
3,19,18
3,22,20
3,23,31
3,24,28
3,25,26
3,27,32
3,33,29
3,30,35
3,34,38
3,36,39
4,2,0
4,7,1
4,4,3
4,5,8
4,6,12
4,9,13
4,10,11
4,14,17
4,15,21
4,16,19
4,22,18
4,20,23
4,24,31
4,25,27
4,26,30
4,28,32
4,29,36
4,39,33
4,35,34
4,37,38
5,0,4
5,6,1
5,2,8
5,5,3
5,7,12
5,10,9
5,11,14
5,13,15
5,16,20
5,17,19
5,21,18
5,22,31
5,23,27
5,26,24
5,30,25
5,29,28
5,32,36
5,38,33
5,34,37
5,39,35
6,36,0
6,1,5
6,2,39
6,3,8
6,38,4
6,11,6
6,9,7
6,19,10
6,12,14
6,17,13
6,15,20
6,18,16
6,21,23
6,29,22
6,24,27
6,28,25
6,32,26
6,31,30
6,33,34
6,37,35
7,0,5
7,1,38
7,9,2
7,3,6
7,4,39
7,8,7
7,18,10
7,17,11
7,12,15
7,13,16
7,14,20
7,21,19
7,28,22
7,23,24
7,25,29
7,33,26
7,27,30
7,31,34
7,37,32
7,35,36
8,0,38
8,8,1
8,6,2
8,3,39
8,4,7
8,37,5
8,12,9
8,16,10
8,15,11
8,13,18
8,19,14
8,20,17
8,24,21
8,22,25
8,28,23
8,31,26
8,27,29
8,30,34
8,35,32
8,36,33
9,34,0
9,9,1
9,2,3
9,5,4
9,7,6
9,8,13
9,10,12
9,11,16
9,14,15
9,18,17
9,19,20
9,22,21
9,29,23
9,25,24
9,26,27
9,30,28
9,32,31
9,35,33
9,38,36
9,39,37
