0,FO,24,6
Time,Value 
Final, 43920,43920

Round,H_team,A_team 
0,10,0
0,1,16
0,6,2
0,19,3
0,5,4
0,7,12
0,8,23
0,22,9
0,18,11
0,13,21
0,15,14
0,20,17
1,18,0
1,14,1
1,8,2
1,9,3
1,16,4
1,12,5
1,6,23
1,7,15
1,10,11
1,22,13
1,21,17
1,20,19
2,0,23
2,12,1
2,2,11
2,8,3
2,4,15
2,5,14
2,6,10
2,16,7
2,9,13
2,17,19
2,18,22
2,21,20
3,0,6
3,5,1
3,2,10
3,3,17
3,4,7
3,21,8
3,20,9
3,11,22
3,14,12
3,13,19
3,16,15
3,23,18
4,0,22
4,1,7
4,2,18
4,3,21
4,4,14
4,15,5
4,11,6
4,17,8
4,19,9
4,23,10
4,12,16
4,13,20
5,11,0
5,1,4
5,23,2
5,3,20
5,7,5
5,22,6
5,9,8
5,10,18
5,15,12
5,17,13
5,14,16
5,19,21
