0   1
1   0
2   0
3   0
4   0
5   0
6   0
7   1
8   1
9	0
10	1
11	0
12	1
13	0
14	0
15	0
16	1
17	1
18	0
19	1
20	0
21	0
22	1
23	1
24	0
25	1
26	1
27	0
28	1
29	1
30	0
31	1
32	0
33	1
34	1
35	0
36	1
37	0
38	1
39	0
40	0
41	1
42	0
43	1
44	1
45	0
46	0
47	0
48	1
49	1
50	1
51	1
52	0
53	0
54	0
55	1
56	0
57	1
58	0
59	1
60	1
61	1
62	1
63	1
64	0
65	1
66	0
67	1
68	1
69	0
70	0
71	1
72	0
73	1
74	0
75	0
76	1
77	1
78	0
79	0
80	0
81	0
82	0
83	0
84	1
85	1
86	0
87	0
88	1
89	0
90	1
91	0
92	1
93	0
94	0
95	1
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	1
105	1
106	0
107	0
108	0
109	0
110	1
111	1
112	1
113	1
114	0
115	0
116	0
117	1
118	1
119	0
120	0
121	1
122	0
123	1
124	0
125	0
126	0
127	0
128	1
129	0
130	1
131	0
132	1
133	1
134	1
135	0
136	0
137	0
138	1
139	1
140	1
141	0
142	0
143	1
144	1
145	0
146	1
147	1
148	1
149	1
150	1
151	1
152	1
153	0
154	0
155	1
156	1
157	1
158	0
159	0
160	1
161	1
162	0
163	1
164	1
165	0
166	0
167	1
168	1
169	0
170	1
171	1
172	1
173	1
174	0
175	1
176	1
177	0
178	1
179	1
180	0
181	1
182	0
183	1 
10 13 12 8 3 9 7 11 14 5 4 2 6 1 
