0	0
1	1
2	1
3	1
4	1
5	0
6	1
7	1
8	0
9	1
10	1
11	0
12	1
13	1
14	1
15	0
16	0
17	1
18	1
19	1
20	1
21	1
22	0
23	0
24	0
25	0
26	0
27	1
28	0
29	1
30	1
31	1
32	0
33	1
34	0
35	0
36	0
37	0
38	1
39	1
40	1
41	1
42	1
43	0
44	1
45	0
46	0
47	1
48	1
49	1
50	1
51	1
52	0
53	1
54	1
55	1
56	0
57	0
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	0
66	0
67	1
68	0
69	1
70	0
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	0
81	1
82	0
83	1
84	1
85	0
86	0
87	0
88	0
89	1
90	1
91	1
92	0
93	0
94	0
95	1
96	0
97	0
98	1
99	1
100	1
101	0
102	1
103	1
104	0
105	0
106	1
107	0
108	1
109	0
110	1
111	1
112	1
113	1
114	1
115	0
116	0
117	1
118	1
119	1
120	0
121	0
122	0
123	0
124	1
125	1
126	1
127	0
128	0
129	1
130	0
131	1
132	1
133	0
134	1
135	1
136	1
137	0
138	0
139	1
140	0
141	0
142	0
143	0
144	0
145	1
146	0
147	1
148	0
149	0
150	0
151	1
152	1
153	0
154	1
155	0
156	0
157	1
158	1
159	1
160	0
161	1
162	1
163	1
164	1
165	0
166	1
167	0
168	1
169	1
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	1
179	0
180	0
181	0
182	0
183	1
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	1
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	1
202	0
203	0
204	1
205	0
206	0
207	0
208	0
209	0
210	0
211	1
212	0
213	1
214	0
215	1
6 12 13 14 7 8 9 2 3 4 5 10 1 11 
