0,FO,16,12
Time,Value 
Final, 133338,133338

Round,H_team,A_team 
0,0,15
0,1,8
0,4,2
0,3,6
0,13,5
0,7,11
0,12,9
0,10,14
1,11,0
1,1,13
1,2,8
1,3,12
1,4,15
1,10,5
1,7,6
1,14,9
2,0,10
2,15,1
2,2,13
2,9,3
2,6,4
2,5,12
2,8,7
2,11,14
3,8,0
3,14,1
3,9,2
3,7,3
3,5,4
3,6,10
3,13,11
3,12,15
4,0,3
4,12,1
4,15,2
4,8,4
4,5,7
4,11,6
4,9,10
4,13,14
5,6,0
5,1,7
5,14,2
5,3,5
5,4,9
5,15,8
5,10,13
5,12,11
6,0,13
6,1,3
6,2,7
6,4,12
6,11,5
6,6,9
6,14,8
6,10,15
7,1,0
7,2,3
7,4,14
7,6,5
7,7,9
7,13,8
7,10,12
7,11,15
8,2,0
8,5,1
8,3,4
8,8,6
8,7,10
8,9,11
8,12,13
8,15,14
9,0,12
9,1,2
9,3,11
9,7,4
9,5,9
9,14,6
9,8,10
9,15,13
10,0,5
10,9,1
10,2,11
10,15,3
10,10,4
10,13,6
10,14,7
10,8,12
11,4,0
11,6,1
11,5,2
11,3,8
11,13,7
11,9,15
11,11,10
11,12,14
