Meta_Miao,1,4001,41,4063,43
0,1,6
0,4,12
0,9,8
0,12,4
0,16,1
0,18,3
0,19,10
0,33,16
0,36,14
1,0,9
1,8,0
1,11,17
1,13,2
1,14,5
1,16,15
1,17,7
1,20,13
1,33,11
2,4,1
2,15,10
2,17,5
2,18,7
2,22,9
2,23,3
2,36,16
2,39,14
2,41,12
3,4,8
3,5,12
3,21,6
3,22,10
3,38,1
3,39,5
3,40,16
3,41,14
3,42,3
4,2,11
4,3,17
4,14,13
4,23,0
4,25,15
4,38,5
4,39,3
4,40,9
4,42,7
5,6,16
5,7,5
5,8,13
5,26,3
5,29,15
5,30,1
5,31,9
5,40,7
5,45,11
6,5,2
6,7,13
6,24,15
6,26,11
6,27,17
6,28,0
6,29,9
6,31,5
6,45,7
7,3,4
7,4,2
7,21,14
7,24,12
7,25,0
7,27,10
7,29,6
7,41,8
7,45,16
8,1,14
8,5,8
8,9,10
8,10,16
8,11,4
8,15,12
8,43,6
8,48,3
8,49,1
9,8,2
9,12,17
9,15,15
9,32,9
9,33,7
9,34,5
9,43,11
9,44,0
9,49,13
10,1,3
10,2,13
10,8,7
10,11,15
10,32,11
10,33,5
10,43,0
10,44,17
10,49,9
11,1,1
11,6,3
11,8,9
11,28,16
11,31,7
11,34,14
11,35,13
11,48,5
11,49,11
12,1,12
12,13,11
12,17,3
12,18,1
12,19,14
12,20,9
12,22,7
12,34,16
12,36,5
13,1,10
13,9,14
13,12,6
13,14,1
13,16,5
13,17,12
13,18,16
13,19,8
13,33,3
14,1,16
14,2,6
14,12,2
14,15,0
14,17,14
14,20,4
14,22,12
14,34,8
14,35,10
15,0,7
15,4,14
15,9,3
15,13,13
15,14,9
15,17,1
15,21,16
15,22,5
15,23,11
16,2,8
16,12,0
16,19,2
16,22,14
16,35,4
16,36,10
16,37,6
16,39,12
16,41,16
17,0,11
17,12,15
17,13,0
17,15,17
17,18,13
17,19,4
17,20,2
17,35,6
17,43,8
18,0,15
18,12,10
18,13,4
18,15,6
18,16,17
18,19,12
18,20,0
18,35,2
18,37,8
19,0,0
19,13,9
19,14,7
19,16,13
19,18,5
19,20,11
19,36,3
19,42,17
19,43,15
20,0,5
20,12,8
20,13,7
20,16,3
20,17,10
20,18,14
20,19,1
20,22,16
20,36,12
21,2,15
21,3,11
21,7,3
21,8,17
21,23,5
21,38,9
21,39,7
21,40,1
21,42,13
22,1,8
22,2,0
22,4,4
22,13,17
22,23,15
22,37,13
22,41,2
22,42,11
22,44,6
23,4,10
23,15,2
23,21,12
23,22,1
23,25,8
23,39,16
23,41,6
23,44,4
23,46,14
24,7,7
24,25,11
24,26,9
24,28,14
24,30,16
24,31,1
24,45,3
24,46,5
24,47,13
25,3,7
25,6,14
25,7,9
25,21,10
25,38,16
25,40,3
25,45,1
25,46,12
25,47,5
26,5,10
26,6,6
26,21,4
26,24,2
26,27,12
26,28,8
26,30,14
26,46,1
26,47,16
27,3,9
27,5,14
27,6,1
27,26,5
27,29,11
27,30,7
27,32,13
27,47,3
27,48,16
28,7,17
28,26,13
28,27,15
28,30,5
28,31,11
28,38,7
28,46,3
28,47,1
28,48,9
29,6,8
29,26,7
29,28,12
29,30,10
29,31,3
29,45,5
29,46,16
29,47,14
29,48,1
30,5,17
30,6,4
30,11,6
30,24,0
30,29,2
30,32,15
30,45,13
30,47,9
30,48,11
31,5,0
31,6,10
31,27,6
31,28,4
31,29,17
31,30,12
31,32,2
31,46,8
31,48,14
32,9,4
32,10,6
32,11,12
32,30,3
32,31,16
32,33,1
32,34,10
32,35,8
32,49,14
33,1,4
33,9,12
33,10,10
33,11,8
33,14,15
33,32,17
33,34,6
33,35,0
33,43,2
34,8,11
34,10,4
34,14,17
34,32,0
34,33,9
34,35,15
34,43,13
34,44,2
34,49,7
35,10,12
35,14,3
35,16,11
35,18,9
35,19,16
35,33,14
35,34,1
35,36,7
35,49,5
36,0,2
36,2,4
36,12,13
36,13,15
36,15,8
36,18,11
36,20,6
36,37,17
36,41,0
37,16,9
37,17,16
37,22,3
37,23,7
37,36,1
37,38,12
37,39,10
37,40,5
37,44,14
38,2,17
38,3,13
38,5,6
38,7,15
38,21,0
38,24,8
38,25,4
38,37,2
38,40,10
39,0,13
39,2,2
39,3,15
39,15,4
39,19,6
39,20,17
39,37,0
39,38,11
39,42,9
40,3,2
40,4,6
40,7,11
40,23,17
40,25,13
40,37,15
40,41,4
40,42,0
40,44,8
41,0,17
41,16,7
41,20,15
41,23,13
41,36,9
41,37,11
41,38,3
41,39,1
41,42,5
42,4,16
42,7,1
42,21,2
42,25,6
42,37,4
42,38,14
42,39,8
42,40,12
42,41,10
43,9,1
43,10,14
43,11,10
43,17,9
43,32,5
43,34,3
43,44,12
43,47,7
43,49,16
44,8,5
44,9,16
44,10,1
44,14,11
44,23,9
44,32,7
44,33,13
44,42,15
44,49,3
45,3,0
45,5,4
45,6,12
45,21,8
45,24,10
45,26,17
45,27,2
45,28,6
45,40,14
46,24,17
46,25,2
46,26,15
46,27,0
46,29,4
46,31,13
46,45,9
46,47,11
46,48,7
47,10,8
47,11,2
47,24,4
47,25,17
47,28,10
47,29,0
47,31,15
47,46,6
47,48,12
48,24,6
48,26,0
48,27,4
48,28,2
48,29,13
48,30,8
48,43,17
48,45,15
48,46,10
49,8,15
49,9,6
49,10,2
49,11,0
49,27,8
49,34,12
49,35,17
49,43,4
49,44,10
