Meta_Karel,7,1315,0,1344,0
0,2,3
0,3,7
0,4,5
0,5,10
0,6,1
0,12,8
0,15,12
1,2,1
1,4,3
1,5,5
1,6,10
1,7,7
1,12,12
1,15,8
2,0,11
2,1,13
2,6,4
2,8,2
2,9,7
2,13,0
2,14,9
3,0,6
3,2,8
3,4,10
3,5,12
3,10,5
3,12,3
3,15,1
4,0,9
4,1,11
4,3,0
4,9,13
4,11,6
4,13,2
4,14,4
5,0,4
5,3,2
5,4,8
5,6,6
5,9,11
5,11,0
5,14,13
6,0,13
6,1,0
6,3,11
6,4,7
6,5,9
6,7,3
6,12,5
7,0,2
7,1,4
7,6,8
7,8,6
7,10,0
7,11,13
7,13,10
8,3,9
8,5,3
8,7,11
8,9,5
8,13,13
8,14,0
8,15,7
9,2,6
9,3,4
9,4,1
9,8,12
9,13,8
9,14,2
9,15,10
10,2,10
10,5,1
10,7,12
10,8,8
10,11,2
10,12,6
10,13,4
11,1,9
11,6,12
11,7,1
11,9,3
11,10,7
11,12,10
11,15,5
12,0,0
12,1,2
12,3,13
12,5,7
12,9,9
12,10,11
12,11,4
13,2,12
13,7,5
13,8,1
13,10,9
13,11,11
13,14,7
13,15,3
14,2,5
14,4,12
14,8,10
14,10,3
14,11,8
14,12,1
14,13,6
15,1,6
15,6,2
15,7,9
15,8,4
15,9,0
15,10,13
15,14,11
