100,16
0,0,0,80001
0,0,1,80001
0,0,2,80001
0,0,3,80001
0,0,4,80001
0,0,5,80001
0,0,6,80001
0,0,7,80001
0,0,8,80001
0,0,9,80001
0,0,10,80001
0,0,11,80001
0,0,12,80001
0,0,13,80001
0,0,14,80001
0,0,15,80001
0,1,0,45
0,1,1,17
0,1,2,30
0,1,3,20
0,1,4,92
0,1,5,62
0,1,6,30
0,1,7,22
0,1,8,49
0,1,9,82
0,1,10,39
0,1,11,24
0,1,12,10
0,1,13,13
0,1,14,89
0,1,15,57
0,2,0,80001
0,2,1,80001
0,2,2,80001
0,2,3,80001
0,2,4,80001
0,2,5,80001
0,2,6,80001
0,2,7,80001
0,2,8,80001
0,2,9,80001
0,2,10,80001
0,2,11,80001
0,2,12,80001
0,2,13,80001
0,2,14,80001
0,2,15,80001
0,3,0,85
0,3,1,36
0,3,2,83
0,3,3,28
0,3,4,14
0,3,5,66
0,3,6,89
0,3,7,64
0,3,8,41
0,3,9,65
0,3,10,59
0,3,11,23
0,3,12,5
0,3,13,82
0,3,14,77
0,3,15,76
0,4,0,80001
0,4,1,80001
0,4,2,80001
0,4,3,80001
0,4,4,80001
0,4,5,80001
0,4,6,80001
0,4,7,80001
0,4,8,80001
0,4,9,80001
0,4,10,80001
0,4,11,80001
0,4,12,80001
0,4,13,80001
0,4,14,80001
0,4,15,80001
0,5,0,80001
0,5,1,80001
0,5,2,80001
0,5,3,80001
0,5,4,80001
0,5,5,80001
0,5,6,80001
0,5,7,80001
0,5,8,80001
0,5,9,80001
0,5,10,80001
0,5,11,80001
0,5,12,80001
0,5,13,80001
0,5,14,80001
0,5,15,80001
0,6,0,13
0,6,1,42
0,6,2,5
0,6,3,84
0,6,4,25
0,6,5,93
0,6,6,45
0,6,7,68
0,6,8,1
0,6,9,95
0,6,10,100
0,6,11,90
0,6,12,4
0,6,13,99
0,6,14,81
0,6,15,85
0,7,0,15
0,7,1,75
0,7,2,91
0,7,3,92
0,7,4,100
0,7,5,33
0,7,6,30
0,7,7,21
0,7,8,68
0,7,9,16
0,7,10,18
0,7,11,68
0,7,12,41
0,7,13,45
0,7,14,18
0,7,15,1
0,8,0,80001
0,8,1,80001
0,8,2,80001
0,8,3,80001
0,8,4,80001
0,8,5,80001
0,8,6,80001
0,8,7,80001
0,8,8,80001
0,8,9,80001
0,8,10,80001
0,8,11,80001
0,8,12,80001
0,8,13,80001
0,8,14,80001
0,8,15,80001
0,9,0,44
0,9,1,72
0,9,2,39
0,9,3,21
0,9,4,58
0,9,5,21
0,9,6,30
0,9,7,26
0,9,8,97
0,9,9,19
0,9,10,65
0,9,11,75
0,9,12,19
0,9,13,77
0,9,14,26
0,9,15,84
0,10,0,80001
0,10,1,80001
0,10,2,80001
0,10,3,80001
0,10,4,80001
0,10,5,80001
0,10,6,80001
0,10,7,80001
0,10,8,80001
0,10,9,80001
0,10,10,80001
0,10,11,80001
0,10,12,80001
0,10,13,80001
0,10,14,80001
0,10,15,80001
0,11,0,80001
0,11,1,80001
0,11,2,80001
0,11,3,80001
0,11,4,80001
0,11,5,80001
0,11,6,80001
0,11,7,80001
0,11,8,80001
0,11,9,80001
0,11,10,80001
0,11,11,80001
0,11,12,80001
0,11,13,80001
0,11,14,80001
0,11,15,80001
0,12,0,80001
0,12,1,80001
0,12,2,80001
0,12,3,80001
0,12,4,80001
0,12,5,80001
0,12,6,80001
0,12,7,80001
0,12,8,80001
0,12,9,80001
0,12,10,80001
0,12,11,80001
0,12,12,80001
0,12,13,80001
0,12,14,80001
0,12,15,80001
0,13,0,86
0,13,1,4
0,13,2,52
0,13,3,30
0,13,4,72
0,13,5,25
0,13,6,94
0,13,7,85
0,13,8,87
0,13,9,73
0,13,10,9
0,13,11,64
0,13,12,28
0,13,13,8
0,13,14,6
0,13,15,96
0,14,0,80001
0,14,1,80001
0,14,2,80001
0,14,3,80001
0,14,4,80001
0,14,5,80001
0,14,6,80001
0,14,7,80001
0,14,8,80001
0,14,9,80001
0,14,10,80001
0,14,11,80001
0,14,12,80001
0,14,13,80001
0,14,14,80001
0,14,15,80001
0,15,0,13
0,15,1,76
0,15,2,64
0,15,3,35
0,15,4,43
0,15,5,43
0,15,6,69
0,15,7,87
0,15,8,78
0,15,9,54
0,15,10,94
0,15,11,82
0,15,12,6
0,15,13,36
0,15,14,32
0,15,15,9
0,16,0,80001
0,16,1,80001
0,16,2,80001
0,16,3,80001
0,16,4,80001
0,16,5,80001
0,16,6,80001
0,16,7,80001
0,16,8,80001
0,16,9,80001
0,16,10,80001
0,16,11,80001
0,16,12,80001
0,16,13,80001
0,16,14,80001
0,16,15,80001
0,17,0,80001
0,17,1,80001
0,17,2,80001
0,17,3,80001
0,17,4,80001
0,17,5,80001
0,17,6,80001
0,17,7,80001
0,17,8,80001
0,17,9,80001
0,17,10,80001
0,17,11,80001
0,17,12,80001
0,17,13,80001
0,17,14,80001
0,17,15,80001
0,18,0,80001
0,18,1,80001
0,18,2,80001
0,18,3,80001
0,18,4,80001
0,18,5,80001
0,18,6,80001
0,18,7,80001
0,18,8,80001
0,18,9,80001
0,18,10,80001
0,18,11,80001
0,18,12,80001
0,18,13,80001
0,18,14,80001
0,18,15,80001
0,19,0,80001
0,19,1,80001
0,19,2,80001
0,19,3,80001
0,19,4,80001
0,19,5,80001
0,19,6,80001
0,19,7,80001
0,19,8,80001
0,19,9,80001
0,19,10,80001
0,19,11,80001
0,19,12,80001
0,19,13,80001
0,19,14,80001
0,19,15,80001
0,20,0,80001
0,20,1,80001
0,20,2,80001
0,20,3,80001
0,20,4,80001
0,20,5,80001
0,20,6,80001
0,20,7,80001
0,20,8,80001
0,20,9,80001
0,20,10,80001
0,20,11,80001
0,20,12,80001
0,20,13,80001
0,20,14,80001
0,20,15,80001
0,21,0,80001
0,21,1,80001
0,21,2,80001
0,21,3,80001
0,21,4,80001
0,21,5,80001
0,21,6,80001
0,21,7,80001
0,21,8,80001
0,21,9,80001
0,21,10,80001
0,21,11,80001
0,21,12,80001
0,21,13,80001
0,21,14,80001
0,21,15,80001
0,22,0,80001
0,22,1,80001
0,22,2,80001
0,22,3,80001
0,22,4,80001
0,22,5,80001
0,22,6,80001
