0,IP
1800,8513
1770,8513
840,9621
810,9650
780,9759
750,9826
720,9831
690,9834
660,9906
630,9976
600,10199
570,10240
540,10270
510,10298
480,10523
450,10706
420,10953
390,90849
0,52487822
30,51767697
60,35292638
90,28894435
120,22095294
150,20574948
180,171847
210,92287
240,91164
270,91037
300,90922
330,90899
360,90876
870,9518
900,9326
930,9319
960,9286
990,9246
1020,9168
1050,9152
1080,9092
1110,9049
1140,8967
1170,8962
1200,8899
1230,8884
1260,8875
1290,8872
1320,8866
1350,8861
1380,8830
1410,8782
1440,8754
1470,8733
1500,8700
1530,8698
1560,8695
1590,8672
1620,8649
1650,8627
1680,8579
1710,8569
1740,8563
Final, 8513,3720

