0,IP
2130,4077
2100,4077
2070,4148
2040,4155
2010,4164
1980,4179
1950,4208
1920,4273
1890,4282
1860,4332
1830,4386
1800,4392
1770,4399
840,7829
810,8133
780,8177
750,8283
720,8436
690,8471
660,8843
630,8942
600,8981
570,9090
540,9341
510,9355
480,9563
450,9581
420,9708
390,89936
0,49050286
30,48330167
60,39771869
90,22014112
120,21372999
150,9534157
180,250202
210,250137
240,250017
270,249852
300,249818
330,169870
360,90129
870,7804
900,7728
930,7713
960,7074
990,7008
1020,6886
1050,6834
1080,6796
1110,6794
1140,5993
1170,5884
1200,5802
1230,5785
1260,5710
1290,5449
1320,5149
1350,4856
1380,4818
1410,4796
1440,4746
1470,4731
1500,4723
1530,4558
1560,4552
1590,4516
1620,4505
1650,4494
1680,4467
1710,4444
1740,4427
Final, 4077,2712

