0,IP
1710,6487
1680,6487
1650,6490
1620,6497
1590,6528
1560,6544
1530,6563
1500,6585
1470,6705
1440,6706
1410,6730
1380,6753
1350,6860
1320,6884
1290,6921
1260,6942
1230,6973
1200,6981
1170,6987
1140,7015
1110,7022
1080,7126
1050,7139
1020,7152
990,7166
960,7278
930,7362
900,7714
870,7748
360,10344
330,11187
300,11409
270,11437
240,12073
210,92957
180,170372
150,170655
120,250964
90,330519
60,490017
30,1051753
0,49210327
390,10248
420,10201
450,10132
480,10047
510,9898
540,9591
570,9505
600,9471
630,9459
660,9452
690,9418
720,9330
750,9270
780,9258
810,8022
840,7832
Final, 6487,3672

