0,IP
1560,1454106
1530,1454126
1500,1454179
1470,1454186
1440,1533959
1410,1534039
1380,1613865
1350,1613879
1320,1613907
1290,1693772
1260,1693813
1230,1693821
1200,1693855
1170,1693889
1140,1693890
1110,1693941
1080,1694428
1050,1774504
1020,1774587
990,1933908
960,1933909
930,1933939
900,1933940
870,1934000
360,2493576
330,2573454
300,2573510
270,2573555
240,2573556
210,2573594
180,2733269
150,2813503
120,2895831
90,3534298
60,34335200
30,42973844
0,52248410
390,2493552
420,2413567
450,2413553
480,2413528
510,2333672
540,2333524
570,2253602
600,2173774
630,2173683
660,2173623
690,2173544
720,2093796
750,2013562
780,2013562
810,2013306
840,2013284
Final, 1454106,5222

