0,IP
1950,4105
1920,4105
1890,4127
1860,4182
1830,4239
1800,4273
1770,4283
840,5448
810,5478
780,5489
750,5490
720,5525
690,5532
660,5824
630,5832
600,5857
570,5860
540,5976
510,5988
480,5991
450,6011
420,6013
390,6034
0,488278
30,8633
60,6481
90,6426
120,6321
150,6306
180,6295
210,6278
240,6247
270,6216
300,6156
330,6153
360,6110
870,5441
900,5440
930,5422
960,5410
990,5400
1020,5399
1050,5346
1080,5340
1110,5314
1140,5270
1170,5187
1200,5186
1230,4679
1260,4675
1290,4674
1320,4653
1350,4639
1380,4638
1410,4564
1440,4525
1470,4502
1500,4490
1530,4486
1560,4470
1590,4441
1620,4439
1650,4412
1680,4386
1710,4337
1740,4329
Final, 4105,2717

