11,Heuristic,10000000,7230.000000,1,0.005000,500000,16,12
Time,Value 
Final, 125662,7231

NrViolations,0
Round,H_team,A_team 
0,4,0
0,1,3
0,2,11
0,5,8
0,12,6
0,7,9
0,13,10
0,15,14
1,0,1
1,5,2
1,3,11
1,13,4
1,14,6
1,10,7
1,9,8
1,12,15
2,0,3
2,8,1
2,2,9
2,14,4
2,5,11
2,13,6
2,15,7
2,10,12
3,6,0
3,1,2
3,8,3
3,15,4
3,10,5
3,7,14
3,9,12
3,11,13
4,0,5
4,6,1
4,3,2
4,4,10
4,7,12
4,8,13
4,15,9
4,11,14
5,0,9
5,10,1
5,6,2
5,3,4
5,12,5
5,7,13
5,14,8
5,11,15
6,14,0
6,9,1
6,2,7
6,3,6
6,5,4
6,12,8
6,10,11
6,13,15
7,13,0
7,1,7
7,4,2
7,9,3
7,6,5
7,11,8
7,15,10
7,14,12
8,15,0
8,1,14
8,10,2
8,13,3
8,8,4
8,5,7
8,6,9
8,11,12
9,0,11
9,4,1
9,2,14
9,12,3
9,5,15
9,7,6
9,8,10
9,9,13
10,0,7
10,1,5
10,2,15
10,3,14
10,4,11
10,8,6
10,9,10
10,12,13
11,2,0
11,1,15
11,3,5
11,4,12
11,6,10
11,7,8
11,11,9
11,14,13
