0,Heuristic,1,5000
Time,Value 
120,115474
90,115474
60,120356
30,124616
0,152484
Final, 115474

Round,H_team,A_team 
0,0,15
0,3,1
0,2,5
0,13,4
0,14,6
0,7,9
0,11,8
0,12,10
1,5,0
1,1,7
1,3,2
1,11,4
1,12,6
1,8,14
1,9,15
1,13,10
2,0,14
2,1,8
2,9,2
2,5,3
2,10,4
2,11,6
2,7,15
2,12,13
3,4,0
3,9,1
3,2,8
3,6,3
3,5,12
3,7,11
3,10,14
3,15,13
4,0,11
4,14,1
4,2,12
4,4,3
4,7,5
4,8,6
4,13,9
4,15,10
5,0,12
5,15,1
5,4,2
5,3,7
5,6,5
5,8,13
5,14,9
5,10,11
6,10,0
6,1,4
6,2,13
6,14,3
6,5,8
6,7,6
6,11,9
6,12,15
7,0,7
7,1,13
7,2,10
7,15,3
7,6,4
7,5,11
7,9,8
7,12,14
8,0,6
8,1,10
8,7,2
8,13,3
8,8,4
8,9,5
8,11,12
8,15,14
9,8,0
9,5,1
9,6,2
9,3,10
9,4,15
9,13,7
9,9,12
9,11,14
10,2,0
10,6,1
10,3,9
10,4,12
10,10,5
10,14,7
10,8,15
10,13,11
11,3,0
11,1,2
11,4,5
11,6,9
11,12,7
11,10,8
11,15,11
11,14,13
