0,Heuristic,1,50
Time,Value 
330,129662
300,129748
270,129870
240,130144
210,130260
180,130434
150,130726
120,132352
90,134216
60,136094
30,143648
0,196942
Final, 129662

Round,H_team,A_team 
0,16,0
0,21,1
0,9,2
0,8,3
0,34,4
0,17,5
0,6,30
0,38,7
0,11,10
0,29,12
0,14,13
0,15,28
0,18,19
0,24,20
0,22,36
0,32,23
0,25,27
0,33,26
0,39,31
0,37,35
1,19,0
1,27,1
1,10,2
1,15,3
1,35,4
1,13,5
1,6,8
1,37,7
1,9,30
1,39,11
1,32,12
1,18,14
1,16,28
1,31,17
1,20,33
1,21,29
1,24,22
1,23,36
1,26,25
1,34,38
2,0,18
2,24,1
2,8,2
2,3,29
2,31,4
2,5,30
2,6,10
2,35,7
2,9,16
2,38,11
2,28,12
2,13,15
2,22,14
2,32,17
2,19,33
2,20,37
2,39,21
2,25,23
2,26,34
2,27,36
3,0,38
3,1,18
3,2,39
3,27,3
3,4,6
3,7,5
3,8,19
3,12,9
3,10,20
3,31,11
3,13,37
3,14,26
3,15,29
3,16,23
3,34,17
3,35,21
3,22,33
3,30,24
3,36,25
3,28,32
4,0,39
4,1,14
4,2,38
4,30,3
4,4,19
4,5,18
4,11,6
4,7,8
4,9,20
4,10,13
4,12,37
4,36,15
4,16,26
4,17,23
4,32,21
4,22,35
4,24,28
4,34,25
4,29,27
4,33,31
5,4,0
5,1,19
5,21,2
5,28,3
5,5,38
5,13,6
5,7,22
5,8,10
5,27,9
5,16,11
5,12,20
5,17,14
5,37,15
5,18,26
5,23,39
5,24,35
5,33,25
5,29,32
5,34,30
5,36,31
6,0,22
6,39,1
6,18,2
6,3,12
6,10,4
6,14,5
6,6,7
6,11,8
6,26,9
6,28,13
6,38,15
6,17,16
6,19,36
6,20,32
6,21,27
6,23,35
6,25,24
6,33,29
6,37,30
6,31,34
7,0,12
7,38,1
7,14,2
7,4,3
7,15,5
7,6,31
7,7,39
7,8,22
7,28,9
7,10,17
7,11,36
7,30,13
7,16,27
7,23,18
7,19,21
7,25,20
7,24,32
7,26,29
7,35,33
7,34,37
8,9,0
8,35,1
8,2,36
8,3,39
8,4,11
8,5,31
8,6,12
8,7,14
8,8,17
8,22,10
8,29,13
8,15,27
8,24,16
8,18,21
8,19,34
8,26,20
8,33,23
8,25,28
8,30,38
8,32,37
9,11,0
9,1,6
9,2,31
9,3,19
9,13,4
9,5,39
9,7,18
9,8,14
9,9,17
9,24,10
9,12,15
9,35,16
9,20,34
9,21,28
9,32,22
9,37,23
9,29,25
9,27,26
9,36,30
9,33,38
10,5,0
10,1,29
10,2,19
10,6,3
10,4,18
10,17,7
10,15,8
10,11,9
10,25,10
10,12,13
10,14,33
10,39,16
10,20,28
10,21,34
10,37,22
10,38,23
10,26,24
10,32,27
10,31,30
10,36,35
11,0,29
11,1,5
11,4,2
11,3,18
11,6,36
11,19,7
11,16,8
11,9,31
11,10,26
11,25,11
11,14,12
11,13,33
11,17,15
11,23,20
11,24,21
11,34,22
11,35,27
11,28,37
11,30,39
11,38,32
12,0,13
12,28,1
12,2,16
12,3,36
12,4,5
12,18,6
12,21,7
12,8,29
12,9,23
12,10,31
12,26,11
12,12,33
12,15,14
12,17,19
12,22,20
12,38,24
12,37,25
12,30,27
12,35,32
12,34,39
13,0,36
13,33,1
13,5,2
13,3,13
13,12,4
13,21,6
13,7,9
13,8,23
13,10,16
13,27,11
13,14,31
13,32,15
13,20,17
13,29,18
13,19,30
13,22,38
13,37,24
13,39,25
13,26,28
13,35,34
14,2,0
14,31,1
14,14,3
14,28,4
14,5,8
14,25,6
14,29,7
14,9,10
14,11,35
14,12,16
14,19,13
14,33,15
14,17,30
14,18,32
14,20,38
14,26,21
14,23,22
14,36,24
14,27,34
14,39,37
15,0,35
15,1,8
15,2,17
15,16,3
15,25,4
15,19,5
15,6,9
15,28,7
15,10,14
15,11,12
15,13,32
15,31,15
15,18,20
15,21,38
15,22,30
15,24,23
15,37,26
15,27,33
15,39,29
15,36,34
16,0,8
16,1,17
16,2,37
16,9,3
16,4,14
16,12,5
16,22,6
16,30,7
16,23,10
16,13,11
16,15,19
16,16,32
16,18,27
16,20,35
16,21,36
16,24,39
16,31,25
16,38,26
16,28,33
16,34,29
17,7,0
17,1,4
17,33,2
17,3,37
17,5,24
17,32,6
17,8,12
17,9,13
17,21,10
17,14,11
17,15,18
17,16,19
17,17,27
17,20,36
17,22,39
17,34,23
17,35,25
17,30,26
17,29,28
17,38,31
18,3,0
18,12,1
18,35,2
18,4,24
18,5,16
18,27,6
18,13,7
18,8,34
18,9,37
18,18,10
18,11,15
18,14,19
18,17,36
18,20,39
18,33,21
18,28,22
18,26,23
18,25,38
18,29,30
18,31,32
19,0,34
19,11,1
19,32,2
19,3,24
19,15,4
19,37,5
19,6,16
19,10,7
19,39,8
19,14,9
19,23,12
19,13,26
19,18,17
19,19,20
19,31,21
19,27,22
19,30,25
19,28,38
19,29,35
19,36,33
20,0,6
20,10,1
20,2,34
20,11,3
20,17,4
20,36,5
20,7,16
20,38,8
20,15,9
20,26,12
20,13,18
20,21,14
20,19,22
20,20,27
20,23,28
20,24,31
20,32,25
20,37,29
20,30,35
20,39,33
21,30,0
21,1,13
21,6,2
21,17,3
21,16,4
21,35,5
21,7,32
21,25,8
21,9,18
21,10,15
21,19,11
21,22,12
21,23,14
21,20,21
21,34,24
21,26,31
21,27,39
21,36,28
21,29,38
21,33,37
22,25,0
22,1,7
22,2,13
22,5,3
22,4,32
22,6,15
22,8,18
22,9,19
22,37,10
22,11,22
22,12,17
22,14,16
22,20,30
22,21,23
22,33,24
22,26,39
22,27,38
22,34,28
22,29,36
22,31,35
23,23,0
23,2,1
23,3,20
23,4,7
23,5,26
23,6,17
23,8,13
23,39,9
23,36,10
23,11,32
23,12,35
23,28,14
23,15,16
23,18,22
23,25,19
23,21,30
23,29,24
23,31,27
23,33,34
23,38,37
24,0,17
24,1,20
24,2,15
24,3,35
24,4,8
24,11,5
24,37,6
24,7,26
24,38,9
24,34,10
24,18,12
24,13,21
24,30,14
24,16,25
24,24,19
24,22,31
24,23,29
24,28,27
24,32,33
24,36,39
25,0,20
25,1,15
25,3,2
25,37,4
25,10,5
25,38,6
25,7,11
25,8,26
25,35,9
25,19,12
25,17,13
25,29,14
25,16,21
25,34,18
25,25,22
25,23,31
25,24,27
25,39,28
25,33,30
25,32,36
26,0,1
26,2,11
26,10,3
26,39,4
26,9,5
26,14,6
26,7,15
26,31,8
26,12,34
26,13,16
26,24,17
26,33,18
26,19,23
26,20,29
26,25,21
26,26,22
26,27,37
26,35,28
26,32,30
26,36,38
27,14,0
27,1,9
27,12,2
27,3,7
27,38,4
27,5,25
27,6,33
27,30,8
27,19,10
27,11,34
27,13,24
27,15,20
27,16,29
27,22,17
27,36,18
27,21,37
27,23,27
27,26,32
27,31,28
27,39,35
28,15,0
28,16,1
28,7,2
28,3,25
28,4,9
28,5,33
28,6,34
28,27,8
28,12,10
28,18,11
28,13,20
28,14,24
28,17,21
28,28,19
28,22,29
28,30,23
28,36,26
28,31,37
28,32,39
28,38,35
29,10,0
29,1,3
29,2,25
29,4,33
29,5,6
29,7,12
29,8,9
29,17,11
29,23,13
29,20,14
29,15,24
29,18,16
29,27,19
29,22,21
29,35,26
29,30,28
29,29,31
29,34,32
29,37,36
29,39,38
