0,Heuristic,1,500
Time,Value 
900,2638
870,2638
360,2756
330,2772
300,2788
270,2828
240,2866
210,2896
180,2932
150,2970
120,3040
90,3122
60,3200
30,3352
0,4062
390,2736
420,2722
450,2708
480,2678
510,2662
540,2662
570,2660
600,2656
630,2646
660,2644
690,2642
720,2640
750,2640
780,2640
810,2638
840,2638
Final, 2638

Round,H_team,A_team 
0,4,0
0,1,34
0,2,37
0,3,12
0,8,5
0,6,9
0,35,7
0,19,10
0,15,11
0,13,21
0,14,18
0,17,16
0,24,20
0,22,31
0,30,23
0,28,25
0,26,32
0,38,27
0,33,29
0,36,39
1,8,0
1,1,9
1,2,38
1,3,4
1,13,5
1,6,12
1,37,7
1,15,10
1,17,11
1,14,22
1,16,21
1,18,25
1,19,31
1,20,26
1,27,23
1,33,24
1,28,32
1,36,29
1,34,30
1,35,39
2,0,7
2,4,1
2,2,11
2,10,3
2,5,6
2,8,9
2,12,22
2,14,13
2,15,26
2,16,25
2,17,21
2,18,31
2,19,27
2,20,23
2,28,24
2,39,29
2,35,30
2,32,36
2,33,37
2,34,38
3,1,0
3,4,2
3,11,3
3,5,15
3,6,8
3,7,14
3,9,39
3,16,10
3,12,13
3,23,17
3,18,22
3,25,19
3,20,27
3,21,26
3,24,35
3,29,28
3,32,30
3,31,36
3,38,33
3,34,37
4,2,0
4,1,5
4,9,3
4,4,8
4,10,6
4,7,15
4,11,13
4,12,14
4,22,16
4,27,17
4,23,18
4,26,19
4,28,20
4,21,35
4,29,24
4,25,34
4,30,36
4,37,31
4,38,32
4,39,33
5,0,38
5,1,29
5,2,12
5,3,7
5,13,4
5,39,5
5,14,6
5,8,15
5,10,9
5,22,11
5,23,16
5,19,17
5,21,18
5,30,20
5,24,34
5,25,35
5,26,28
5,31,27
5,37,32
5,36,33
6,0,29
6,3,1
6,33,2
6,14,4
6,5,12
6,6,37
6,7,38
6,39,8
6,9,21
6,13,10
6,24,11
6,15,19
6,18,16
6,17,25
6,31,20
6,22,30
6,28,23
6,26,34
6,32,27
6,35,36
7,33,0
7,1,32
7,35,2
7,3,37
7,11,4
7,5,21
7,6,39
7,7,12
7,36,8
7,9,38
7,14,10
7,17,13
7,18,15
7,16,26
7,19,22
7,20,25
7,31,23
7,24,30
7,27,28
7,34,29
8,37,0
8,35,1
8,2,3
8,4,6
8,5,7
8,8,16
8,11,9
8,12,10
8,13,20
8,19,14
8,22,15
8,17,26
8,27,18
8,29,21
8,23,24
8,25,30
8,28,33
8,34,31
8,39,32
8,38,36
9,0,32
9,38,1
9,9,2
9,3,5
9,10,4
9,13,6
9,7,16
9,8,12
9,21,11
9,20,14
9,25,15
9,22,17
9,26,18
9,19,24
9,23,33
9,29,27
9,30,28
9,39,31
9,34,35
9,37,36
10,0,34
10,1,39
10,7,2
10,36,3
10,5,4
10,15,6
10,13,8
10,9,12
10,18,10
10,20,11
10,16,14
10,24,17
10,28,19
10,21,22
10,23,26
10,25,33
10,35,27
10,32,29
10,37,30
10,31,38
11,0,39
11,12,1
11,2,34
11,33,3
11,4,37
11,5,9
11,6,7
11,14,8
11,17,10
11,16,11
11,15,13
11,18,20
11,30,19
11,28,21
11,22,23
11,24,25
11,26,35
11,36,27
11,29,38
11,31,32
12,36,0
12,10,1
12,6,2
12,32,3
12,33,4
12,5,37
12,7,9
12,11,8
12,12,18
12,16,13
12,28,14
12,17,15
12,23,19
12,20,22
12,25,21
12,27,24
12,26,31
12,29,35
12,30,38
12,39,34
13,9,0
13,8,1
13,13,2
13,3,39
13,4,7
13,10,5
13,38,6
13,12,11
13,23,14
13,15,16
13,17,20
13,19,18
13,27,21
13,24,22
13,25,31
13,29,26
13,37,28
13,30,33
13,32,35
13,34,36
14,10,0
14,1,7
14,8,2
14,38,3
14,4,39
14,11,5
14,36,6
14,14,9
14,15,12
14,13,19
14,16,20
14,18,17
14,21,24
14,26,22
14,32,23
14,25,29
14,27,30
14,34,28
14,31,33
14,35,37
15,0,6
15,1,13
15,2,5
15,3,8
15,38,4
15,39,7
15,15,9
15,20,10
15,11,19
15,12,16
15,14,17
15,18,24
15,21,32
15,22,25
15,36,23
15,33,26
15,34,27
15,35,28
15,29,37
15,30,31
16,35,0
16,1,2
16,3,13
16,4,34
16,5,36
16,6,16
16,7,8
16,17,9
16,22,10
16,11,18
16,19,12
16,14,21
16,20,15
16,29,23
16,24,32
16,25,37
16,30,26
16,33,27
16,28,31
16,39,38
17,0,30
17,37,1
17,2,39
17,3,34
17,4,36
17,5,14
17,6,17
17,7,13
17,8,18
17,9,16
17,10,11
17,20,12
17,24,15
17,21,19
17,22,28
17,23,25
17,27,26
17,31,29
17,32,33
17,38,35
18,0,5
18,31,1
18,2,36
18,6,3
18,9,4
18,7,17
18,10,8
18,11,14
18,12,28
18,13,18
18,23,15
18,16,19
18,21,20
18,29,22
18,26,24
18,27,25
18,39,30
18,32,34
18,33,35
18,37,38
19,0,3
19,36,1
19,32,2
19,12,4
19,38,5
19,11,6
19,10,7
19,8,17
19,9,13
19,15,14
19,16,24
19,18,28
19,19,20
19,21,23
19,27,22
19,26,25
19,30,29
19,31,35
19,34,33
19,37,39
