0,Heuristic,1,500
Time,Value 
7230,100186
7200,100227
7170,100227
7140,100227
7110,100227
7080,100227
7050,100227
7020,100227
6990,100227
6960,100227
6930,100227
6900,100274
6870,100274
6840,100397
6810,100397
6780,100417
6750,100417
6720,100451
6690,100451
6660,100451
6630,100451
6600,100558
6570,100558
6540,100558
6510,100558
6480,100558
6450,100690
6420,100704
6390,100704
6360,100704
6330,100704
6300,100736
6270,100736
6240,100736
6210,100736
6180,100736
6150,100736
6120,100828
6090,100855
6060,100881
6030,100881
6000,100881
5970,100958
5940,100958
5910,100958
5880,100983
5850,101051
5820,101051
5790,101054
5760,101054
5730,101054
5700,101054
5670,101102
5640,101141
5610,101141
5580,101141
5550,101171
5520,101171
5490,101171
5460,101232
5430,101337
5400,101337
5370,101337
5340,101337
5310,101362
5280,101362
5250,101362
5220,101362
5190,101578
5160,101578
5130,101578
5100,101655
5070,101679
5040,101679
5010,101679
4980,101703
4950,101703
4920,101804
4890,101804
4860,101804
4830,101804
4800,101878
4770,101925
4740,101983
4710,101983
4680,101983
4650,102062
4620,102080
4590,102089
4560,102089
4530,102089
4500,102089
4470,102157
4440,102166
4410,102171
4380,102205
4350,102205
4320,102304
4290,102304
4260,102304
4230,102304
4200,102304
4170,102304
4140,102304
4110,102392
4080,102392
4050,102392
4020,102396
3990,102396
3960,102396
3930,102550
3900,102608
3870,102613
3840,102656
3810,102731
1740,106772
1710,106980
1680,106980
1650,107067
1620,107235
1590,107240
1560,107361
1530,107437
1500,107446
1470,107448
1440,107636
1410,107780
1380,107891
1350,107891
1320,108210
1290,108394
1260,108466
1230,108466
1200,108711
1170,108801
1140,108929
1110,108954
1080,109153
1050,109153
1020,109336
990,109457
960,109574
930,109814
900,109966
870,110228
360,115607
330,115962
300,116322
270,117033
240,117656
210,118390
180,119229
150,119885
120,121239
90,122881
60,124782
30,128175
0,142881
390,115110
420,114712
450,114380
480,113853
510,113488
540,113266
570,113077
600,112746
630,112317
660,112151
690,111885
720,111578
750,111070
780,110849
810,110582
840,110433
1770,106764
1800,106574
1830,106574
1860,106439
1890,106439
1920,106320
1950,106245
1980,106193
2010,106191
2040,106080
2070,106071
2100,105986
2130,105986
2160,105862
2190,105784
2220,105695
2250,105672
2280,105626
2310,105500
2340,105408
2370,105369
2400,105275
2430,105147
2460,105136
2490,104967
2520,104953
2550,104953
2580,104953
2610,104854
2640,104854
2670,104854
2700,104854
2730,104854
2760,104786
2790,104628
2820,104628
2850,104549
2880,104406
2910,104302
2940,104302
2970,104302
3000,104204
3030,104204
3060,104059
3090,104021
3120,104021
3150,103931
3180,103931
3210,103918
3240,103680
3270,103678
3300,103678
3330,103617
3360,103575
3390,103562
3420,103219
3450,103219
3480,103219
3510,103038
3540,103035
3570,103035
3600,103035
3630,103035
3660,102982
3690,102896
3720,102896
3750,102731
3780,102731
Final, 100186

Round,H_team,A_team 
0,1,0
0,4,2
0,35,3
0,28,5
0,38,6
0,7,18
0,8,36
0,24,9
0,23,10
0,16,11
0,37,12
0,13,20
0,14,29
0,39,15
0,26,17
0,34,19
0,33,21
0,22,30
0,32,25
