0,Heuristic,1,5000
Time,Value 
330,63961
300,63961
270,63961
240,63961
210,63961
180,63961
150,63961
120,64107
90,65188
60,66149
30,67859
0,83277
Final, 63961

Round,H_team,A_team 
0,4,0
0,1,2
0,6,3
0,5,8
0,9,7
0,10,12
0,14,11
0,13,15
1,0,6
1,9,1
1,2,5
1,7,3
1,4,12
1,8,14
1,15,10
1,13,11
2,0,13
2,7,1
2,9,2
2,5,3
2,10,4
2,6,14
2,8,12
2,15,11
3,0,5
3,3,1
3,7,2
3,4,13
3,6,15
3,11,8
3,12,9
3,10,14
4,1,0
4,3,2
4,4,5
4,6,7
4,15,8
4,14,9
4,10,13
4,12,11
5,3,0
5,1,6
5,2,4
5,7,5
5,13,8
5,15,9
5,11,10
5,14,12
6,2,0
6,1,4
6,9,3
6,5,6
6,11,7
6,8,10
6,12,13
6,14,15
7,0,10
7,5,1
7,2,6
7,3,4
7,8,7
7,11,9
7,12,15
7,13,14
