0,Heuristic,1,500
Time,Value 
120,840
90,860
60,906
30,960
0,1234
Final, 840

Round,H_team,A_team 
0,0,2
0,1,4
0,8,3
0,6,5
0,7,9
0,10,13
0,17,11
0,12,15
0,14,16
0,24,18
0,21,19
0,22,20
0,28,23
0,25,29
0,27,26
0,33,30
0,39,31
0,35,32
0,34,36
0,37,38
1,0,4
1,12,1
1,2,5
1,3,10
1,6,9
1,7,8
1,16,11
1,13,14
1,15,18
1,19,17
1,21,20
1,22,25
1,27,23
1,24,28
1,26,29
1,34,30
1,38,31
1,37,32
1,33,39
1,35,36
2,12,0
2,8,1
2,2,10
2,4,3
2,5,9
2,7,6
2,15,11
2,16,13
2,14,18
2,20,17
2,19,25
2,22,21
2,26,23
2,24,27
2,28,37
2,30,29
2,33,31
2,34,32
2,38,35
2,36,39
3,13,0
3,9,1
3,8,2
3,3,12
3,4,7
3,5,10
3,11,6
3,15,14
3,18,16
3,21,17
3,20,19
3,23,22
3,26,24
3,25,27
3,28,30
3,29,37
3,31,34
3,32,38
3,36,33
3,39,35
4,11,0
4,1,3
4,9,2
4,4,12
4,5,7
4,6,8
4,10,14
4,17,13
4,16,15
4,19,18
4,24,20
4,23,21
4,27,22
4,25,26
4,28,39
4,29,34
4,30,38
4,31,36
4,33,32
4,35,37
5,0,3
5,1,5
5,7,2
5,6,4
5,8,14
5,9,12
5,11,10
5,18,13
5,15,17
5,19,16
5,20,23
5,21,24
5,26,22
5,25,28
5,27,39
5,29,38
5,30,31
5,32,36
5,37,33
5,34,35
6,0,1
6,2,6
6,3,5
6,8,4
6,7,15
6,10,9
6,12,11
6,19,13
6,14,17
6,20,16
6,18,23
6,21,25
6,22,24
6,26,28
6,27,31
6,35,29
6,36,30
6,32,39
6,38,33
6,37,34
7,0,7
7,1,6
7,2,3
7,9,4
7,5,8
7,10,15
7,13,11
7,14,12
7,17,16
7,18,21
7,22,19
7,20,25
7,23,24
7,36,26
7,28,27
7,31,29
7,32,30
7,35,33
7,38,34
7,39,37
8,5,0
8,1,7
8,4,2
8,3,6
8,10,8
8,11,9
8,13,12
8,14,21
8,15,20
8,16,22
8,17,18
8,24,19
8,23,25
8,37,26
8,29,27
8,33,28
8,30,35
8,31,32
8,39,34
8,38,36
9,6,0
9,2,1
9,3,7
9,4,5
9,9,8
9,12,10
9,11,14
9,13,15
9,16,21
9,17,22
9,18,20
9,23,19
9,25,24
9,32,26
9,30,27
9,29,28
9,31,35
9,34,33
9,36,37
9,39,38
