0,Heuristic,1,10
Time,Value 
30,806
0,914
Final, 806

Round,H_team,A_team 
0,0,4
0,38,1
0,2,3
0,6,5
0,7,14
0,8,10
0,12,9
0,11,18
0,13,15
0,19,16
0,20,17
0,21,22
0,23,24
0,28,25
0,29,26
0,30,27
0,31,32
0,33,35
0,39,34
0,36,37
1,0,34
1,37,1
1,5,2
1,3,39
1,38,4
1,6,8
1,9,7
1,10,13
1,11,14
1,16,12
1,15,18
1,22,17
1,24,19
1,20,21
1,28,23
1,25,26
1,29,27
1,31,30
1,33,32
1,36,35
2,3,0
2,1,8
2,2,4
2,10,5
2,6,39
2,11,7
2,9,13
2,18,12
2,14,15
2,16,20
2,23,17
2,21,19
2,22,25
2,24,26
2,27,28
2,34,29
2,32,30
2,31,36
2,37,33
2,35,38
3,0,8
3,1,2
3,3,6
3,4,39
3,13,5
3,10,7
3,9,11
3,14,12
3,15,20
3,17,16
3,19,18
3,21,25
3,22,24
3,27,23
3,26,28
3,30,29
3,35,31
3,32,36
3,34,33
3,37,38
4,38,0
4,1,35
4,2,9
4,36,3
4,4,6
4,8,5
4,7,13
4,11,10
4,12,15
4,14,20
4,16,21
4,19,17
4,18,22
4,26,23
4,24,28
4,25,27
4,29,32
4,33,30
4,34,31
4,39,37
5,2,0
5,5,1
5,37,3
5,4,9
5,6,7
5,8,13
5,12,10
5,16,11
5,18,14
5,19,15
5,17,21
5,20,22
5,25,23
5,24,29
5,26,27
5,28,32
5,35,30
5,33,31
5,36,34
5,39,38
6,1,0
6,2,39
6,3,4
6,5,9
6,10,6
6,7,8
6,15,11
6,12,13
6,17,14
6,18,16
6,22,19
6,23,20
6,21,24
6,25,29
6,33,26
6,27,32
6,31,28
6,37,30
6,35,34
6,38,36
7,0,36
7,1,39
7,8,2
7,7,3
7,4,5
7,9,6
7,15,10
7,13,11
7,17,12
7,14,16
7,21,18
7,23,19
7,20,24
7,27,22
7,31,25
7,30,26
7,28,29
7,32,34
7,38,33
7,35,37
8,0,33
8,4,1
8,7,2
8,5,3
8,11,6
8,9,8
8,14,10
8,19,12
8,13,16
8,15,17
8,18,20
8,23,21
8,26,22
8,24,27
8,30,25
8,28,35
8,29,31
8,32,37
8,34,38
8,39,36
9,39,0
9,3,1
9,6,2
9,8,4
9,5,7
9,10,9
9,12,11
9,13,14
9,16,15
9,17,18
9,20,19
9,26,21
9,22,23
9,25,24
9,27,31
9,30,28
9,29,35
9,32,38
9,36,33
9,34,37
