0,Heuristic,1,50
Time,Value 
90,27744
60,28058
30,28761
0,32803
Final, 27727

Round,H_team,A_team 
0,0,11
0,6,1
0,14,2
0,4,3
0,5,8
0,13,7
0,12,9
0,19,10
0,20,15
0,37,16
0,17,18
0,28,21
0,22,27
0,35,23
0,30,24
0,29,25
0,31,26
0,32,34
0,38,33
0,39,36
1,13,0
1,4,1
1,9,2
1,6,3
1,5,11
1,31,7
1,19,8
1,10,28
1,22,12
1,29,14
1,15,27
1,39,16
1,17,24
1,18,20
1,36,21
1,38,23
1,26,25
1,37,30
1,32,33
1,35,34
2,0,2
2,9,1
2,3,27
2,4,5
2,8,6
2,26,7
2,15,10
2,11,19
2,12,20
2,13,31
2,24,14
2,16,28
2,17,29
2,18,22
2,37,21
2,39,23
2,25,32
2,36,30
2,35,33
2,34,38
3,1,0
3,2,18
3,7,3
3,8,4
3,16,5
3,34,6
3,9,17
3,20,10
3,33,11
3,12,29
3,15,13
3,26,14
3,23,19
3,21,30
3,22,31
3,24,32
3,25,38
3,27,35
3,28,39
3,36,37
4,0,18
4,1,2
4,3,32
4,4,25
4,6,5
4,27,7
4,16,8
4,14,9
4,10,13
4,23,11
4,12,17
4,22,15
4,19,39
4,20,21
4,24,38
4,34,26
4,28,37
4,30,29
4,31,35
4,33,36
5,6,0
5,7,1
5,2,20
5,15,3
5,9,4
5,5,23
5,8,25
5,10,16
5,11,13
5,18,12
5,30,14
5,17,22
5,36,19
5,21,39
5,29,24
5,38,26
5,31,27
5,28,33
5,32,35
5,37,34
6,5,0
6,1,20
6,8,2
6,13,3
6,24,4
6,6,25
6,15,7
6,9,22
6,35,10
6,11,16
6,12,30
6,18,14
6,21,17
6,37,19
6,23,28
6,26,27
6,31,29
6,32,38
6,39,33
6,36,34
7,3,0
7,1,12
7,2,21
7,4,6
7,7,5
7,8,36
7,18,9
7,23,10
7,11,28
7,13,20
7,14,22
7,33,15
7,16,19
7,17,30
7,24,26
7,25,34
7,27,29
7,32,31
7,35,38
7,39,37
8,0,4
8,1,8
8,2,12
8,3,5
8,7,6
8,30,9
8,10,11
8,22,13
8,14,17
8,23,15
8,16,36
8,21,18
8,19,28
8,20,39
8,34,24
8,25,35
8,29,26
8,27,32
8,38,31
8,33,37
9,0,8
9,3,1
9,2,17
9,7,4
9,5,35
9,19,6
9,29,9
9,10,39
9,11,15
9,14,12
9,27,13
9,21,16
9,30,18
9,20,22
9,33,23
9,25,24
9,26,32
9,28,36
9,34,31
9,38,37
