0,Heuristic,1,500
Time,Value 
240,16766
210,16766
180,16852
150,16906
120,17058
90,17486
60,17852
30,18734
0,24376
Final, 16766

Round,H_team,A_team 
0,0,6
0,1,2
0,3,5
0,7,4
0,8,9
0,10,16
0,11,13
0,12,14
0,19,15
0,17,22
0,18,21
0,24,20
0,25,23
0,26,30
0,27,31
0,28,29
0,34,32
0,39,33
0,35,37
0,36,38
1,0,1
1,2,5
1,3,6
1,12,4
1,8,7
1,10,9
1,11,16
1,13,14
1,23,15
1,17,18
1,19,22
1,21,20
1,29,24
1,25,30
1,26,31
1,27,28
1,32,39
1,38,33
1,34,37
1,35,36
2,2,0
2,1,3
2,9,4
2,5,8
2,6,10
2,7,11
2,12,16
2,13,17
2,15,14
2,18,19
2,20,22
2,21,25
2,23,26
2,28,24
2,36,27
2,30,29
2,31,39
2,32,37
2,33,35
2,38,34
3,0,3
3,6,1
3,4,2
3,9,5
3,7,10
3,8,11
3,13,12
3,14,17
3,15,18
3,16,19
3,20,25
3,23,21
3,22,26
3,30,24
3,37,27
3,28,33
3,31,29
3,32,35
3,36,34
3,39,38
4,4,0
4,10,1
4,2,6
4,3,8
4,7,5
4,9,11
4,15,12
4,16,13
4,14,19
4,17,20
4,18,23
4,24,21
4,22,25
4,26,28
4,39,27
4,29,33
4,30,32
4,34,31
4,38,35
4,37,36
5,5,0
5,1,8
5,2,7
5,3,9
5,6,4
5,12,10
5,11,14
5,18,13
5,17,15
5,16,20
5,19,23
5,27,21
5,24,22
5,25,28
5,36,26
5,29,32
5,39,30
5,35,31
5,33,34
5,38,37
6,0,7
6,1,9
6,2,3
6,4,8
6,6,5
6,14,10
6,12,11
6,19,13
6,21,15
6,17,16
6,18,20
6,27,22
6,23,24
6,25,29
6,37,26
6,28,32
6,38,30
6,33,31
6,34,35
6,36,39
7,0,9
7,1,7
7,11,2
7,3,12
7,5,4
7,8,6
7,13,10
7,16,14
7,20,15
7,23,17
7,22,18
7,21,19
7,24,25
7,35,26
7,27,29
7,31,28
7,37,30
7,32,38
7,33,36
7,34,39
8,8,0
8,4,1
8,14,2
8,7,3
8,5,12
8,9,6
8,10,11
8,15,13
8,16,18
8,21,17
8,20,19
8,22,23
8,26,24
8,25,27
8,30,28
8,29,34
8,31,38
8,32,36
8,37,33
8,35,39
9,11,0
9,5,1
9,13,2
9,4,3
9,6,7
9,10,8
9,9,12
9,14,18
9,15,16
9,19,17
9,20,23
9,22,21
9,24,27
9,26,25
9,28,34
9,29,38
9,30,35
9,31,36
9,33,32
9,39,37
