0,Heuristic,1,5000
Time,Value 
60,887
30,910
0,946
Final, 873

Round,H_team,A_team 
0,12,0
0,1,32
0,2,13
0,3,37
0,6,4
0,14,5
0,33,7
0,8,18
0,9,23
0,10,22
0,11,21
0,28,15
0,16,24
0,17,34
0,19,27
0,31,20
0,30,25
0,26,36
0,29,38
0,39,35
1,22,0
1,1,20
1,4,2
1,19,3
1,5,27
1,6,35
1,11,7
1,8,24
1,36,9
1,39,10
1,12,13
1,14,38
1,26,15
1,16,34
1,17,37
1,28,18
1,33,21
1,29,23
1,32,25
1,30,31
2,23,0
2,24,1
2,17,2
2,14,3
2,4,37
2,5,20
2,6,38
2,7,19
2,8,35
2,12,9
2,29,10
2,33,11
2,13,18
2,39,15
2,27,16
2,25,21
2,22,30
2,26,34
2,36,28
2,32,31
3,0,28
3,1,26
3,5,2
3,25,3
3,27,4
3,34,6
3,20,7
3,37,8
3,13,9
3,35,10
3,23,11
3,31,12
3,21,14
3,15,17
3,36,16
3,18,29
3,24,19
3,22,39
3,38,30
3,32,33
4,0,6
4,1,12
4,2,7
4,3,15
4,4,17
4,9,5
4,38,8
4,10,37
4,11,13
4,35,14
4,18,16
4,19,30
4,20,23
4,21,32
4,29,22
4,24,33
4,25,26
4,27,36
4,28,39
4,34,31
5,0,33
5,4,1
5,2,37
5,3,22
5,5,8
5,6,32
5,7,24
5,20,9
5,10,23
5,11,14
5,15,12
5,34,13
5,16,29
5,18,17
5,19,26
5,21,27
5,28,25
5,30,35
5,31,36
5,38,39
6,35,0
6,14,1
6,6,2
6,3,4
6,5,24
6,7,21
6,8,10
6,28,9
6,11,27
6,12,34
6,39,13
6,15,25
6,17,16
6,26,18
6,19,20
6,32,22
6,33,23
6,30,29
6,31,37
6,36,38
7,13,0
7,39,1
7,12,2
7,16,3
7,23,4
7,30,5
7,6,28
7,7,35
7,27,8
7,9,11
7,15,10
7,31,14
7,17,19
7,25,18
7,20,34
7,36,21
7,22,38
7,32,24
7,37,26
7,33,29
8,10,0
8,1,3
8,2,14
8,4,5
8,9,6
8,37,7
8,29,8
8,20,11
8,17,12
8,13,16
8,21,15
8,32,18
8,36,19
8,22,35
8,23,26
8,24,30
8,25,39
8,27,34
8,38,28
8,33,31
9,0,32
9,1,22
9,2,35
9,29,3
9,4,13
9,5,11
9,6,16
9,9,7
9,21,8
9,18,10
9,28,12
9,14,17
9,15,36
9,23,19
9,20,24
9,27,25
9,26,31
9,30,33
9,34,39
9,38,37
10,0,24
10,30,1
10,2,33
10,3,23
10,38,4
10,25,5
10,6,17
10,32,7
10,8,31
10,35,9
10,14,10
10,11,22
10,12,27
10,15,13
10,21,16
10,18,20
10,19,37
10,26,39
10,34,28
10,29,36
11,37,0
11,19,1
11,8,2
11,3,5
11,11,4
11,6,21
11,7,17
11,31,9
11,25,10
11,24,12
11,28,13
11,14,36
11,34,15
11,16,22
11,18,33
11,32,20
11,30,23
11,26,38
11,39,27
11,35,29
12,0,20
12,1,6
12,22,2
12,3,30
12,4,18
12,13,5
12,7,29
12,28,8
12,27,9
12,10,26
12,11,32
12,35,12
12,37,14
12,19,15
12,38,16
12,17,23
12,24,21
12,33,25
12,31,39
12,36,34
13,9,0
13,1,11
13,2,26
13,8,3
13,4,25
13,5,12
13,31,6
13,7,27
13,10,24
13,13,33
13,20,14
13,15,32
13,23,16
13,17,39
13,34,18
13,22,19
13,29,21
13,28,30
13,38,35
13,37,36
14,2,0
14,29,1
14,20,3
14,9,4
14,5,15
14,18,6
14,8,7
14,33,10
14,24,11
14,12,19
14,13,35
14,26,14
14,16,28
14,17,31
14,21,30
14,22,27
14,23,32
14,25,38
14,34,37
14,39,36
15,0,36
15,25,1
15,2,29
15,32,3
15,21,4
15,18,5
15,6,8
15,12,7
15,9,17
15,10,34
15,30,11
15,19,13
15,14,23
15,35,15
15,16,33
15,20,38
15,26,22
15,24,28
15,27,31
15,39,37
16,4,0
16,1,5
16,11,2
16,3,13
16,6,33
16,7,23
16,8,39
16,30,9
16,16,10
16,36,12
16,14,29
16,31,15
16,21,17
16,22,18
16,19,28
16,25,20
16,37,24
16,26,32
16,27,35
16,38,34
17,0,19
17,9,1
17,34,2
17,3,26
17,4,20
17,5,32
17,36,6
17,7,18
17,22,8
17,30,10
17,11,16
17,23,12
17,14,13
17,15,27
17,29,17
17,39,21
17,38,24
17,31,25
17,28,33
17,37,35
18,0,29
18,37,1
18,2,32
18,7,3
18,33,4
18,5,28
18,15,6
18,9,8
18,10,27
18,35,11
18,12,16
18,13,24
18,19,14
18,17,26
18,18,38
18,39,20
18,23,21
18,31,22
18,36,25
18,34,30
19,0,7
19,34,1
19,16,2
19,28,3
19,35,4
19,5,23
19,19,6
19,8,25
19,26,9
19,10,36
19,17,11
19,12,29
19,13,22
19,39,14
19,24,15
19,18,31
19,20,33
19,21,38
19,27,30
19,32,37
20,38,0
20,1,2
20,27,3
20,14,4
20,6,5
20,10,7
20,8,13
20,9,29
20,11,12
20,37,15
20,16,31
20,28,17
20,18,39
20,19,32
20,20,30
20,21,26
20,25,22
20,24,23
20,33,34
20,35,36
21,30,0
21,1,7
21,23,2
21,3,39
21,4,16
21,5,17
21,20,6
21,8,26
21,9,10
21,11,18
21,12,32
21,38,13
21,24,14
21,22,15
21,21,19
21,25,35
21,27,37
21,28,31
21,29,34
21,33,36
22,0,27
22,1,17
22,2,19
22,3,9
22,4,8
22,31,5
22,14,6
22,7,34
22,10,38
22,39,11
22,12,37
22,13,21
22,15,29
22,16,26
22,23,18
22,35,20
22,22,33
22,25,24
22,32,28
22,36,30
23,0,8
23,16,1
23,2,31
23,3,6
23,15,4
23,35,5
23,7,22
23,18,9
23,10,11
23,12,33
23,13,32
23,14,28
23,17,38
23,19,39
23,36,20
23,34,21
23,23,25
23,26,24
23,29,27
23,37,30
24,16,0
24,15,1
24,21,2
24,34,3
24,4,19
24,5,33
24,6,11
24,25,7
24,17,8
24,9,38
24,13,10
24,14,12
24,18,36
24,26,20
24,37,22
24,27,23
24,31,24
24,35,28
24,29,32
24,30,39
25,0,3
25,8,1
25,24,2
25,4,10
25,5,16
25,6,12
25,36,7
25,9,37
25,11,15
25,30,13
25,27,14
25,17,35
25,18,21
