0,Heuristic,1,500
Time,Value 
0,73981
Final, 68701

Round,H_team,A_team 
0,4,0
0,2,1
0,12,3
0,5,6
0,7,15
0,8,9
0,10,11
0,14,13
1,10,0
1,1,7
1,4,2
1,13,3
1,5,9
1,6,11
1,8,15
1,12,14
2,0,6
2,1,4
2,8,2
2,11,3
2,7,5
2,9,15
2,14,10
2,13,12
3,5,0
3,1,9
3,6,2
3,3,4
3,7,13
3,14,8
3,12,10
3,15,11
4,2,0
4,6,1
4,3,7
4,5,4
4,12,8
4,9,13
4,15,10
4,14,11
5,0,1
5,9,2
5,3,5
5,4,14
5,6,7
5,10,8
5,11,13
5,15,12
6,0,14
6,1,5
6,2,3
6,10,4
6,8,6
6,9,7
6,11,12
6,13,15
7,0,8
7,3,1
7,2,5
7,4,6
7,7,12
7,11,9
7,13,10
7,15,14
