0,Heuristic,1,10
Time,Value 
60,28999
30,29132
0,31845
Final, 28999

Round,H_team,A_team 
0,2,0
0,1,8
0,15,3
0,25,4
0,19,5
0,18,6
0,13,7
0,29,9
0,10,11
0,17,12
0,30,14
0,37,16
0,22,20
0,39,21
0,38,23
0,24,34
0,27,26
0,36,28
0,31,32
0,33,35
1,20,0
1,9,1
1,2,12
1,10,3
1,4,17
1,38,5
1,30,6
1,15,7
1,11,8
1,13,27
1,29,14
1,16,28
1,22,18
1,19,39
1,37,21
1,23,35
1,32,24
1,25,34
1,31,26
1,36,33
2,9,0
2,1,2
2,3,13
2,4,6
2,34,5
2,7,27
2,8,17
2,15,10
2,11,19
2,20,12
2,14,18
2,16,39
2,36,21
2,31,22
2,23,37
2,38,24
2,26,25
2,28,33
2,30,29
2,35,32
3,0,13
3,4,1
3,9,2
3,3,7
3,5,11
3,6,38
3,8,39
3,10,19
3,12,29
3,14,22
3,20,15
3,16,36
3,21,17
3,18,30
3,28,23
3,35,24
3,32,25
3,34,26
3,27,31
3,33,37
4,0,3
4,5,1
4,2,13
4,19,4
4,6,34
4,7,32
4,28,8
4,17,9
4,10,20
4,11,33
4,12,30
4,26,14
4,22,15
4,21,16
4,18,29
4,36,23
4,24,31
4,25,38
4,27,35
4,39,37
5,0,21
5,1,7
5,2,20
5,3,32
5,16,4
5,5,6
5,19,8
5,9,30
5,13,10
5,11,23
5,18,12
5,27,14
5,15,33
5,17,22
5,24,25
5,26,35
5,39,28
5,29,31
5,34,38
5,37,36
6,1,0
6,2,18
6,3,35
6,8,4
6,13,5
6,6,24
6,7,10
6,9,22
6,15,11
6,12,21
6,31,14
6,19,16
6,29,17
6,20,33
6,23,39
6,30,25
6,26,32
6,38,27
6,37,28
6,34,36
7,0,10
7,1,18
7,8,2
7,6,3
7,4,24
7,7,5
7,14,9
7,11,16
7,12,22
7,20,13
7,31,15
7,17,25
7,23,19
7,21,28
7,29,26
7,32,27
7,37,30
7,33,39
7,35,34
7,38,36
8,0,4
8,14,1
8,6,2
8,5,3
8,7,31
8,8,37
8,12,9
8,10,16
8,21,11
8,22,13
8,27,15
8,17,18
8,28,19
8,39,20
8,33,23
8,24,26
8,25,29
8,36,30
8,32,34
8,35,38
9,5,0
9,3,1
9,4,2
9,25,6
9,26,7
9,16,8
9,18,9
9,23,10
9,28,11
9,14,12
9,13,15
9,30,17
9,33,19
9,21,20
9,22,27
9,24,29
9,35,31
9,32,38
9,34,37
9,39,36
