0,Heuristic,1,1
Time,Value 
0,69644
Final, 69644

Round,H_team,A_team 
0,0,6
0,1,2
0,7,3
0,4,10
0,9,5
0,11,8
0,12,15
0,13,14
1,0,10
1,7,1
1,2,5
1,9,3
1,4,6
1,12,8
1,13,11
1,14,15
2,0,13
2,9,1
2,2,4
2,5,3
2,6,7
2,15,8
2,10,12
2,14,11
3,8,0
3,11,1
3,6,2
3,3,14
3,4,12
3,7,5
3,15,9
3,10,13
4,0,12
4,1,3
4,2,14
4,7,4
4,10,5
4,6,8
4,13,9
4,11,15
5,2,0
5,1,14
5,3,4
5,5,6
5,11,7
5,8,9
5,15,10
5,12,13
6,1,0
6,9,2
6,3,6
6,5,4
6,15,7
6,8,13
6,14,10
6,12,11
7,4,0
7,5,1
7,3,2
7,6,9
7,8,7
7,10,11
7,14,12
7,13,15
