0,Heuristic,1,500
Time,Value 
600,3140
570,3140
540,3144
510,3146
480,3146
450,3146
420,3146
390,3170
0,5064
30,3994
60,3720
90,3608
120,3482
150,3396
180,3326
210,3290
240,3266
270,3228
300,3206
330,3188
360,3180
Final, 3140

Round,H_team,A_team 
0,1,0
0,2,4
0,3,13
0,29,5
0,7,6
0,21,8
0,12,9
0,10,17
0,15,11
0,16,14
0,18,19
0,24,20
0,22,26
0,28,23
0,36,25
0,39,27
0,30,31
0,35,32
0,38,33
0,37,34
1,0,4
1,1,37
1,2,13
1,3,9
1,31,5
1,6,11
1,16,7
1,19,8
1,12,10
1,17,14
1,15,18
1,20,22
1,21,26
1,33,23
1,29,24
1,28,25
1,38,27
1,30,35
1,39,32
1,34,36
2,0,13
2,1,2
2,3,6
2,4,37
2,20,5
2,18,7
2,17,8
2,9,11
2,16,10
2,15,12
2,14,34
2,22,19
2,32,21
2,38,23
2,24,30
2,25,26
2,36,27
2,35,28
2,33,29
2,39,31
3,12,0
3,11,1
3,2,3
3,6,4
3,5,37
3,14,7
3,8,16
3,9,15
3,18,10
3,13,17
3,19,24
3,26,20
3,31,21
3,22,39
3,23,30
3,25,34
3,27,33
3,36,28
3,35,29
3,32,38
4,24,0
4,19,1
4,2,16
4,3,17
4,5,4
4,6,12
4,7,15
4,8,14
4,10,9
4,11,33
4,13,18
4,27,20
4,21,30
4,22,32
4,23,39
4,29,25
4,26,36
4,37,28
4,31,38
4,34,35
5,19,0
5,20,1
5,2,5
5,7,3
5,4,17
5,6,15
5,8,11
5,9,16
5,10,33
5,12,18
5,13,14
5,21,36
5,37,22
5,26,23
5,24,39
5,30,25
5,28,27
5,29,32
5,35,31
5,34,38
6,0,5
6,1,6
6,9,2
6,10,3
6,4,8
6,17,7
6,11,13
6,14,12
6,15,19
6,16,35
6,18,36
6,23,20
6,24,21
6,38,22
6,32,25
6,27,26
6,29,28
6,37,30
6,33,31
6,39,34
7,0,16
7,1,5
7,8,2
7,3,4
7,6,10
7,20,7
7,13,9
7,12,11
7,18,14
7,15,35
7,17,19
7,28,21
7,36,22
7,23,24
7,25,33
7,26,38
7,31,27
7,34,29
7,32,30
7,39,37
8,0,3
8,4,1
8,7,2
8,5,13
8,6,39
8,12,8
8,19,9
8,10,15
8,11,18
8,14,20
8,16,17
8,25,21
8,22,24
8,23,34
8,32,26
8,27,35
8,28,33
8,31,29
8,30,38
8,37,36
9,14,0
9,1,16
9,2,12
9,3,15
9,4,13
9,6,5
9,7,39
9,8,18
9,17,9
9,11,10
9,21,19
9,20,34
9,22,30
9,36,23
9,24,28
9,35,25
9,31,26
9,27,37
9,29,38
9,33,32
10,17,0
10,14,1
10,2,6
10,3,12
10,4,16
10,5,15
10,8,7
10,9,18
10,13,10
10,19,11
10,20,30
10,21,39
10,22,34
10,32,23
10,24,33
10,38,25
10,26,37
10,29,27
10,28,31
10,36,35
11,11,0
11,13,1
11,10,2
11,18,3
11,15,4
11,5,16
11,6,8
11,7,12
11,9,14
11,32,17
11,19,30
11,21,20
11,31,22
11,35,23
11,24,27
11,39,25
11,26,33
11,34,28
11,37,29
11,38,36
12,0,9
12,12,1
12,11,2
12,26,3
12,18,4
12,7,5
12,14,6
12,8,15
12,10,19
12,16,13
12,31,17
12,20,38
12,23,21
12,33,22
12,34,24
12,25,37
12,27,32
12,30,28
12,36,29
12,35,39
13,0,8
13,1,15
13,2,14
13,16,3
13,12,4
13,5,10
13,18,6
13,11,7
13,9,38
13,13,19
13,27,17
13,20,37
13,21,35
13,29,22
13,25,23
13,36,24
13,30,26
13,28,32
13,34,31
13,33,39
14,0,15
14,1,8
14,17,2
14,3,14
14,4,10
14,5,11
14,16,6
14,9,7
14,25,12
14,13,38
14,23,18
14,19,20
14,21,27
14,22,35
14,32,24
14,26,28
14,29,39
14,30,36
14,31,37
14,33,34
15,6,0
15,3,1
15,23,2
15,11,4
15,5,14
15,7,10
15,8,9
15,28,12
15,15,13
15,19,16
15,18,17
15,20,36
15,22,21
15,24,25
15,26,29
15,27,34
15,39,30
15,32,31
15,37,33
15,38,35
16,7,0
16,10,1
16,15,2
16,11,3
16,14,4
16,9,5
16,19,6
16,8,13
16,17,12
16,18,16
16,20,25
16,21,29
16,28,22
16,27,23
16,26,24
16,30,34
16,31,36
16,37,32
16,35,33
16,39,38
17,10,0
17,9,1
17,2,18
17,8,3
17,4,19
17,12,5
17,17,6
17,7,13
17,14,11
17,16,15
17,28,20
17,34,21
17,27,22
17,23,29
17,35,24
17,25,31
17,39,26
17,33,30
17,36,32
17,38,37
18,0,18
18,1,7
18,2,19
18,5,3
18,4,9
18,13,6
18,10,8
18,17,11
18,12,16
18,15,14
18,29,20
18,33,21
18,25,22
18,23,31
18,37,24
18,35,26
18,30,27
18,38,28
18,34,32
18,36,39
19,0,2
19,1,18
19,3,19
19,4,7
19,5,8
19,6,9
19,14,10
19,16,11
19,13,12
19,15,17
19,32,20
19,38,21
19,22,23
19,24,31
19,25,27
19,34,26
19,39,28
19,30,29
19,33,36
19,37,35
