0,Heuristic,1,50
Time,Value 
960,63441
930,63441
900,63441
870,63441
360,63973
330,64068
300,64068
270,64320
240,64465
210,64574
180,64827
150,65180
120,65719
90,66344
60,67475
30,69808
0,81739
390,63747
420,63649
450,63617
480,63613
510,63593
540,63586
570,63586
600,63586
630,63576
660,63564
690,63459
720,63455
750,63448
780,63442
810,63442
840,63442
Final, 63441

Round,H_team,A_team 
0,7,0
0,4,1
0,22,2
0,13,3
0,15,5
0,6,8
0,9,18
0,20,10
0,11,19
0,12,29
0,14,26
0,33,16
0,37,17
0,21,36
0,34,23
0,30,24
0,25,35
0,27,38
0,39,28
0,31,32
1,0,19
1,8,1
1,15,2
1,7,3
1,4,5
1,11,6
1,34,9
1,33,10
1,12,18
1,14,13
1,21,16
1,36,17
1,20,39
1,22,29
1,25,23
1,24,35
1,30,26
1,27,32
1,37,28
1,31,38
2,0,27
2,16,1
2,11,2
2,3,22
2,24,4
2,5,8
2,10,6
2,7,15
2,25,9
2,12,14
2,18,13
2,17,26
2,19,23
2,20,33
2,21,39
2,28,36
2,29,30
2,31,35
2,32,38
2,34,37
3,3,0
3,1,27
3,2,21
3,4,16
3,5,7
3,6,9
3,8,12
3,10,11
3,13,15
3,18,14
3,30,17
3,35,19
3,23,20
3,22,33
3,29,24
3,28,25
3,26,31
3,32,37
3,38,34
3,39,36
4,13,0
4,1,12
4,2,10
4,34,3
4,9,4
4,5,37
4,6,27
4,7,20
4,36,8
4,28,11
4,14,21
4,15,33
4,16,25
4,18,17
4,38,19
4,30,22
4,39,23
4,31,24
4,29,26
4,35,32
5,0,10
5,2,1
5,35,3
5,30,4
5,33,5
5,6,38
5,11,7
5,37,8
5,9,14
5,12,21
5,13,39
5,15,20
5,16,28
5,17,22
5,26,18
5,32,19
5,36,23
5,27,24
5,25,29
5,31,34
6,14,0
6,1,18
6,17,2
6,32,3
6,4,25
6,28,5
6,36,6
6,10,7
6,8,29
6,26,9
6,11,16
6,12,13
6,15,39
6,19,34
6,20,30
6,21,22
6,37,23
6,24,38
6,31,27
6,33,35
7,0,26
7,1,14
7,2,8
7,3,31
7,4,29
7,5,18
7,37,6
7,7,13
7,27,9
7,10,15
7,11,39
7,22,12
7,19,16
7,17,21
7,20,36
7,23,35
7,24,32
7,25,38
7,28,34
7,33,30
8,0,4
8,7,1
8,2,36
8,3,9
8,10,5
8,34,6
8,25,8
8,15,11
8,27,12
8,13,26
8,20,14
8,16,37
8,24,17
8,18,21
8,28,19
8,22,31
8,23,33
8,29,32
8,39,30
8,38,35
9,18,0
9,1,36
9,2,20
9,3,11
9,4,37
9,23,5
9,6,33
9,35,7
9,8,24
9,9,21
9,16,10
9,26,12
9,13,31
9,22,14
9,27,15
9,29,17
9,39,19
9,25,34
9,38,28
9,30,32
10,12,0
10,1,25
10,4,2
10,18,3
10,5,11
10,6,35
10,38,7
10,8,20
10,9,24
10,21,10
10,13,23
10,14,17
10,31,15
10,39,16
10,19,33
10,36,22
10,26,27
10,32,28
10,29,34
10,30,37
11,0,1
11,9,2
11,3,14
11,4,35
11,6,5
11,32,7
11,19,8
11,10,18
11,11,20
11,12,24
11,33,13
11,15,23
11,36,16
11,17,39
11,21,30
11,28,22
11,27,25
11,34,26
11,31,29
11,37,38
12,0,15
12,3,1
12,2,30
12,19,4
12,5,32
12,26,6
12,7,14
12,11,8
12,17,9
12,28,10
12,12,39
12,20,13
12,16,22
12,24,18
12,23,21
12,31,25
12,27,29
12,33,38
12,34,35
12,37,36
13,2,0
13,1,15
13,3,4
13,5,19
13,25,6
13,26,7
13,16,8
13,9,30
13,36,10
13,35,11
13,17,12
13,13,27
13,14,31
13,29,18
13,22,20
13,28,21
13,23,38
13,24,34
13,33,32
13,39,37
14,0,28
14,1,20
14,2,13
14,5,3
14,7,4
14,24,6
14,8,34
14,9,29
14,39,10
14,38,11
14,30,12
14,14,27
14,15,22
14,16,17
14,18,31
14,19,21
14,23,32
14,37,25
14,35,26
14,36,33
15,0,20
15,6,1
15,18,2
15,3,27
15,4,34
15,35,5
15,7,22
15,8,17
15,9,12
15,10,23
15,32,11
15,13,16
15,14,24
15,15,28
15,36,19
15,21,29
15,39,25
15,38,26
15,30,31
15,37,33
16,0,9
16,5,1
16,12,2
16,3,24
16,4,8
16,6,17
16,31,7
16,10,38
16,11,23
16,13,22
16,30,14
16,15,16
16,20,18
16,37,19
16,21,33
16,25,36
16,32,26
16,27,35
16,28,29
16,34,39
17,5,0
17,17,1
17,2,3
17,6,4
17,27,7
17,8,30
17,20,9
17,19,10
17,11,13
17,12,31
17,29,14
17,35,15
17,23,16
17,22,18
17,21,37
17,26,24
17,25,32
17,33,28
17,34,36
17,38,39
18,16,0
18,1,30
18,7,2
18,29,3
18,14,4
18,34,5
18,19,6
18,8,21
18,22,9
18,10,13
18,33,11
18,20,12
18,32,15
18,17,31
18,18,27
18,23,28
18,24,37
18,26,25
18,35,39
18,38,36
19,8,0
19,1,13
19,14,2
19,26,3
19,17,4
19,38,5
19,16,6
19,23,7
19,9,31
19,10,12
19,36,11
19,19,15
19,18,30
19,21,20
19,22,27
19,24,25
19,35,28
19,29,37
19,32,34
19,39,33
