0,Heuristic,1,500
Time,Value 
270,756
240,762
210,768
180,772
150,790
120,796
90,814
60,838
30,882
0,1106
Final, 754

Round,H_team,A_team 
0,1,0
0,6,2
0,3,39
0,4,5
0,13,7
0,12,8
0,9,10
0,11,15
0,14,18
0,17,16
0,19,24
0,20,25
0,22,21
0,27,23
0,28,26
0,30,29
0,32,31
0,34,33
0,35,36
0,37,38
1,0,39
1,9,1
1,7,2
1,5,3
1,4,6
1,10,8
1,11,12
1,13,18
1,14,15
1,20,16
1,22,17
1,19,25
1,21,24
1,26,23
1,30,27
1,29,28
1,33,31
1,37,32
1,34,36
1,38,35
2,0,38
2,6,1
2,5,2
2,3,4
2,8,7
2,12,9
2,10,11
2,14,13
2,15,18
2,21,16
2,23,17
2,19,20
2,28,22
2,24,30
2,25,26
2,29,27
2,31,34
2,36,32
2,33,37
2,39,35
3,35,0
3,7,1
3,2,4
3,3,38
3,8,5
3,6,11
3,13,9
3,10,12
3,16,14
3,15,19
3,21,17
3,18,20
3,27,22
3,23,30
3,24,26
3,28,25
3,33,29
3,31,37
3,34,32
3,39,36
4,36,0
4,1,38
4,2,39
4,3,6
4,4,8
4,13,5
4,7,10
4,9,11
4,12,15
4,17,14
4,16,19
4,18,21
4,20,23
4,26,22
4,24,31
4,25,30
4,28,27
4,34,29
4,32,33
4,35,37
5,37,0
5,1,39
5,2,8
5,36,3
5,4,7
5,11,5
5,9,6
5,10,13
5,17,12
5,14,20
5,15,16
5,19,18
5,21,25
5,22,23
5,27,24
5,26,31
5,30,28
5,32,29
5,35,33
5,38,34
6,0,34
6,4,1
6,38,2
6,3,8
6,5,7
6,10,6
6,9,14
6,11,13
6,16,12
6,15,20
6,19,17
6,22,18
6,26,21
6,23,25
6,29,24
6,27,31
6,28,32
6,30,35
6,33,36
6,39,37
7,0,4
7,5,1
7,2,3
7,6,7
7,8,9
7,15,10
7,11,14
7,18,12
7,16,13
7,17,20
7,22,19
7,23,21
7,25,24
7,30,26
7,27,32
7,33,28
7,29,36
7,31,35
7,37,34
7,38,39
8,2,0
8,1,3
8,37,4
8,5,9
8,8,6
8,7,11
8,16,10
8,12,14
8,13,15
8,18,17
8,23,19
8,20,21
8,24,22
8,25,27
8,29,26
8,34,28
8,31,30
8,32,35
8,39,33
8,36,38
9,0,3
9,1,2
9,39,4
9,6,5
9,7,9
9,8,11
9,14,10
9,12,13
9,17,15
9,18,16
9,21,19
9,20,22
9,24,23
9,25,29
9,26,27
9,31,28
9,32,30
9,38,33
9,35,34
9,36,37
