0,Heuristic,1,1
Time,Value 
30,115704
0,129797
Final, 114593

Round,H_team,A_team 
0,0,10
0,1,12
0,2,16
0,5,3
0,34,4
0,6,27
0,7,26
0,8,14
0,9,13
0,38,11
0,39,15
0,22,17
0,18,31
0,23,19
0,21,20
0,37,24
0,25,30
0,35,28
0,32,29
0,33,36
1,0,16
1,20,1
1,2,31
1,3,36
1,4,27
1,5,10
1,6,23
1,7,29
1,8,37
1,9,26
1,34,11
1,12,13
1,22,14
1,38,15
1,18,17
1,19,39
1,21,33
1,28,24
1,35,25
1,32,30
2,0,23
2,15,1
2,2,36
2,3,7
2,4,25
2,21,5
2,8,6
2,16,9
2,10,20
2,32,11
2,22,12
2,13,39
2,14,31
2,17,37
2,29,18
2,19,24
2,26,27
2,33,28
2,35,30
2,34,38
3,27,0
3,13,1
3,14,2
3,12,3
3,16,4
3,36,5
3,6,19
3,7,20
3,17,8
3,11,9
3,10,15
3,25,18
3,29,21
3,31,22
3,23,39
3,24,32
3,26,34
3,28,38
3,30,37
3,33,35
4,12,0
4,1,19
4,18,2
4,33,3
4,28,4
4,37,5
4,34,6
4,7,11
4,30,8
4,10,9
4,13,14
4,15,35
4,16,23
4,31,17
4,27,20
4,21,36
4,39,22
4,24,29
4,25,32
4,38,26
5,18,0
5,1,10
5,30,2
5,3,13
5,38,4
5,5,26
5,29,6
5,7,14
5,20,8
5,9,12
5,27,11
5,15,34
5,37,16
5,32,17
5,19,33
5,21,23
5,36,22
5,24,25
5,28,39
5,31,35
6,0,13
6,1,31
6,2,29
6,3,14
6,4,19
6,35,5
6,6,26
6,23,7
6,8,36
6,9,30
6,10,37
6,11,28
6,12,25
6,15,20
6,39,16
6,21,17
6,18,24
6,22,27
6,32,38
6,33,34
7,0,1
7,2,21
7,3,32
7,4,31
7,38,5
7,10,6
7,7,35
7,8,15
7,9,20
7,11,37
7,12,28
7,13,25
7,14,36
7,16,18
7,17,24
7,19,29
7,26,22
7,23,33
7,30,27
7,39,34
8,0,21
8,1,8
8,2,3
8,4,35
8,34,5
8,6,9
8,19,7
8,16,10
8,20,11
8,30,12
8,13,32
8,14,28
8,26,15
8,17,36
8,39,18
8,25,22
8,23,37
8,24,31
8,27,33
8,38,29
9,6,0
9,1,4
9,20,2
9,3,35
9,5,7
9,24,8
9,9,17
9,10,38
9,12,11
9,31,13
9,37,14
9,15,23
9,36,16
9,22,18
9,28,19
9,21,30
9,25,39
9,29,26
9,34,27
9,32,33
10,25,0
10,1,17
10,11,2
10,18,3
10,6,4
10,20,5
10,7,15
10,29,8
10,9,32
10,13,10
10,12,21
10,16,14
10,19,34
10,22,28
10,23,24
10,26,39
10,35,27
10,33,30
10,31,38
10,37,36
11,0,20
11,14,1
11,4,2
11,29,3
11,13,5
11,15,6
11,27,7
11,8,23
11,21,9
11,10,28
11,11,19
11,12,33
11,16,34
11,17,25
11,18,32
11,22,30
11,36,24
11,26,31
11,35,38
11,39,37
12,2,0
12,27,1
12,25,3
12,4,13
12,15,5
12,11,6
12,24,7
12,8,16
12,28,9
12,10,19
12,20,12
12,14,32
12,17,39
12,18,33
12,38,21
12,35,22
12,36,23
12,30,26
12,31,29
12,37,34
13,0,29
13,3,1
13,2,13
13,5,4
13,6,35
13,34,7
13,39,8
13,23,9
13,10,18
13,15,11
13,12,14
13,30,16
13,17,33
13,20,19
13,37,21
13,32,22
13,24,26
13,25,31
13,38,27
13,36,28
14,0,11
14,1,2
14,3,17
14,4,30
14,5,31
14,39,6
14,7,18
14,33,8
14,9,24
14,32,10
14,12,29
14,20,13
14,14,15
14,21,16
14,19,35
14,22,37
14,23,38
14,25,26
14,28,27
14,34,36
15,0,30
15,1,9
15,28,2
15,3,11
15,4,36
15,5,18
15,33,6
15,7,31
15,21,8
15,35,10
15,26,12
15,13,15
15,14,24
15,16,22
15,23,17
15,19,27
15,39,20
15,38,25
15,29,37
15,32,34
16,7,0
16,35,1
16,2,9
16,15,3
16,4,22
16,8,5
16,6,38
16,10,17
16,11,16
16,27,12
16,13,33
16,14,21
16,18,23
16,19,36
16,30,20
16,24,39
16,28,25
16,26,37
16,29,34
16,31,32
17,17,0
17,1,22
17,2,33
17,24,3
17,15,4
17,5,6
17,13,7
17,8,19
17,9,14
17,27,10
17,11,26
17,31,12
17,16,38
17,18,21
17,20,23
17,36,25
17,37,28
17,29,39
17,30,34
17,32,35
18,0,33
18,1,24
18,12,2
18,34,3
18,14,4
18,5,30
18,6,16
18,7,10
18,8,38
18,25,9
18,23,11
18,35,13
18,18,15
18,17,19
18,20,37
18,21,28
18,22,29
18,36,26
18,27,31
18,39,32
19,38,0
19,7,1
19,2,22
19,3,10
19,4,17
19,11,5
19,6,30
19,28,8
19,9,19
19,12,18
19,23,13
19,14,27
19,31,15
19,25,16
19,20,29
19,21,24
19,33,26
19,37,32
19,35,34
19,39,36
20,35,0
20,1,30
20,38,2
20,31,3
20,4,29
20,5,28
20,14,6
20,9,7
20,8,25
20,10,22
20,18,11
20,17,12
20,13,21
20,27,15
20,24,16
20,19,37
20,26,20
20,34,23
20,36,32
20,33,39
21,15,0
21,5,1
21,34,2
21,3,6
21,4,8
21,12,7
21,18,9
21,10,39
21,11,36
21,13,27
21,25,14
21,16,28
21,29,17
21,38,19
21,31,20
21,22,21
21,32,23
21,30,24
21,26,35
21,33,37
22,0,5
22,6,1
22,24,2
22,22,3
22,9,4
22,7,8
22,10,12
22,11,39
22,16,13
22,34,14
22,15,21
22,17,27
22,28,18
22,19,31
22,20,33
22,35,23
22,37,25
22,32,26
22,29,30
22,36,38
23,24,0
23,23,1
23,2,10
23,26,3
23,21,4
23,17,5
23,6,13
23,32,7
23,8,34
23,22,9
23,11,31
23,16,12
23,30,14
23,15,33
23,36,18
23,19,25
23,28,20
23,29,27
23,37,35
23,39,38
24,14,0
24,1,34
24,2,15
24,3,9
24,4,12
24,5,32
24,6,31
24,38,7
24,26,8
24,10,33
24,21,11
24,13,22
24,19,16
24,20,17
24,37,18
24,23,28
24,27,24
24,25,29
24,30,39
24,36,35
25,9,0
25,1,21
25,2,17
25,27,3
25,7,4
25,23,5
25,24,6
25,31,8
25,11,10
25,12,39
25,13,28
25,26,14
25,15,22
25,33,16
25,18,30
25,32,19
25,20,36
25,25,34
25,35,29
25,38,37
26,0,39
26,1,26
26,5,2
26,3,21
26,4,37
26,25,6
26,7,22
26,35,8
26,9,29
26,10,23
26,11,33
26,19,12
26,13,18
26,17,14
26,15,28
26,20,16
26,38,24
26,32,27
26,30,36
26,34,31
27,0,4
27,28,1
27,39,2
27,3,38
27,16,5
27,6,32
27,33,7
27,8,13
27,9,15
27,36,10
27,11,35
27,37,12
27,29,14
27,17,26
27,27,18
27,19,21
27,22,20
27,23,25
27,34,24
27,31,30
28,0,3
28,16,1
28,37,2
28,24,4
28,5,19
28,28,6
28,39,7
28,8,32
28,31,9
28,21,10
28,29,11
28,36,12
28,34,13
28,14,20
28,30,15
28,17,35
28,26,18
28,22,38
28,27,23
28,33,25
29,22,0
29,29,1
29,2,19
29,3,4
29,5,25
29,37,6
29,36,7
29,8,10
29,27,9
29,24,11
29,12,15
29,26,13
29,14,35
29,16,32
29,30,17
29,18,20
29,39,21
29,31,23
29,28,34
29,33,38
