0,Heuristic,1,10
Time,Value 
300,106751
270,106815
240,107124
210,107534
180,107949
150,108424
120,109761
90,110552
60,112763
30,114671
0,130259
Final, 106742

Round,H_team,A_team 
0,0,22
0,30,1
0,2,7
0,38,3
0,26,4
0,5,25
0,24,6
0,8,16
0,31,9
0,11,10
0,12,14
0,13,23
0,32,15
0,17,36
0,29,18
0,20,19
0,21,28
0,35,27
0,39,33
0,34,37
1,13,0
1,14,1
1,11,2
1,35,3
1,31,4
1,26,5
1,17,6
1,20,7
1,8,39
1,32,9
1,21,10
1,12,19
1,15,23
1,16,22
1,18,36
1,29,24
1,33,25
1,34,27
1,30,28
1,38,37
2,15,0
2,1,8
2,10,2
2,23,3
2,4,17
2,31,5
2,6,38
2,16,7
2,35,9
2,11,22
2,12,34
2,14,13
2,30,18
2,19,39
2,20,29
2,33,21
2,24,26
2,25,27
2,36,28
2,32,37
3,0,8
3,1,17
3,37,2
3,3,5
3,4,30
3,6,33
3,7,29
3,9,34
3,10,39
3,28,11
3,36,12
3,22,13
3,14,26
3,15,21
3,16,20
3,24,18
3,19,38
3,23,32
3,25,35
3,27,31
4,31,0
4,1,29
4,2,13
4,3,30
4,4,34
4,5,7
4,28,6
4,8,36
4,9,26
4,10,16
4,39,11
4,37,12
4,24,14
4,22,15
4,17,35
4,25,18
4,19,23
4,21,20
4,27,32
4,38,33
5,27,0
5,2,1
5,11,3
5,38,4
5,5,19
5,39,6
5,7,30
5,8,10
5,37,9
5,28,12
5,13,24
5,34,14
5,20,15
5,23,16
5,22,17
5,18,31
5,21,36
5,29,25
5,26,35
5,32,33
6,26,0
6,1,24
6,5,2
6,3,27
6,35,4
6,36,6
6,7,13
6,18,8
6,39,9
6,10,19
6,21,11
6,12,31
6,32,14
6,15,37
6,33,16
6,20,17
6,30,22
6,23,28
6,38,25
6,34,29
7,0,33
7,1,11
7,6,2
7,17,3
7,23,4
7,32,5
7,7,26
7,22,8
7,16,9
7,10,28
7,12,18
7,19,13
7,14,31
7,15,36
7,20,37
7,24,21
7,25,30
7,29,27
7,34,39
7,35,38
8,1,0
8,2,23
8,9,3
8,4,20
8,38,5
8,6,8
8,11,7
8,10,36
8,12,33
8,13,26
8,14,27
8,15,19
8,16,28
8,17,18
8,29,21
8,22,37
8,24,34
8,25,39
8,31,30
8,35,32
9,0,20
9,22,1
9,2,33
9,18,3
9,9,4
9,5,36
9,37,6
9,32,7
9,8,25
9,13,10
9,11,12
9,29,14
9,28,15
9,16,39
9,17,21
9,27,19
9,31,23
9,38,24
9,26,30
9,34,35
10,9,0
10,18,1
10,20,2
10,3,19
10,11,4
10,5,22
10,6,23
10,35,7
10,8,29
10,10,12
10,13,31
10,30,14
10,39,15
10,21,16
10,27,17
10,33,24
10,37,25
10,32,26
10,28,34
10,36,38
11,0,2
11,6,1
11,3,22
11,4,29
11,5,13
11,7,31
11,8,37
11,30,9
11,10,27
11,34,11
11,16,12
11,21,14
11,33,15
11,26,17
11,23,18
11,19,25
11,20,36
11,35,24
11,28,32
11,39,38
12,0,18
12,1,13
12,2,36
12,3,31
12,4,27
12,16,5
12,25,6
12,7,22
12,34,8
12,29,9
12,15,10
12,26,11
12,12,17
12,14,20
12,19,28
12,21,32
12,23,38
12,24,30
12,33,35
12,37,39
13,0,14
13,1,4
13,2,18
13,12,3
13,5,34
13,6,19
13,15,7
13,38,8
13,9,20
13,10,37
13,31,11
13,13,36
13,17,16
13,22,21
13,23,35
13,24,32
13,25,26
13,27,33
13,28,39
13,29,30
14,7,0
14,1,16
14,2,38
14,3,34
14,4,5
14,6,26
14,8,19
14,17,9
14,10,20
14,11,35
14,22,12
14,30,13
14,14,25
14,27,15
14,18,21
14,39,23
14,36,24
14,28,37
14,32,29
14,31,33
15,0,16
15,7,1
15,8,2
15,3,25
15,4,28
15,5,11
15,14,6
15,9,21
15,10,38
15,20,12
15,17,13
15,31,15
15,18,33
15,32,19
15,36,22
15,37,23
15,39,24
15,26,27
15,35,29
15,30,34
16,19,0
16,1,32
16,3,2
16,6,4
16,5,28
16,7,25
16,35,8
16,9,13
16,33,10
16,15,11
16,21,12
16,14,18
16,16,38
16,34,17
16,20,31
16,39,22
16,36,23
16,37,24
16,26,29
16,30,27
17,6,0
17,38,1
17,2,21
17,15,3
17,24,4
17,23,5
17,19,7
17,33,8
17,9,27
17,10,35
17,13,11
17,12,30
17,22,14
17,26,16
17,25,17
17,18,39
17,20,32
17,28,31
17,29,37
17,34,36
18,0,30
18,27,1
18,2,9
18,13,3
18,4,7
18,14,5
18,6,10
18,23,8
18,11,32
18,12,39
18,15,35
18,29,16
18,24,17
18,18,26
18,19,31
18,22,20
18,21,37
18,25,36
18,28,33
18,38,34
19,36,0
19,1,9
19,2,15
19,3,6
19,4,25
19,24,5
19,7,23
19,8,12
19,32,10
19,11,18
19,13,35
19,14,16
19,17,28
19,34,19
19,30,20
19,21,39
19,22,26
19,27,38
19,31,29
19,37,33
20,37,0
20,5,1
20,4,2
20,3,14
20,11,6
20,7,28
20,9,8
20,34,10
20,12,24
20,15,13
20,16,18
20,39,17
20,35,19
20,20,26
20,21,30
20,29,22
20,27,23
20,32,25
20,31,38
20,36,33
21,39,0
21,3,1
21,2,30
21,8,4
21,6,5
21,7,38
21,9,11
21,10,18
21,12,27
21,13,28
21,15,14
21,16,36
21,37,17
21,19,29
21,33,20
21,35,21
21,22,24
21,25,23
21,26,34
21,32,31
22,0,11
22,26,1
22,14,2
22,4,3
22,5,37
22,6,32
22,24,7
22,17,8
22,9,12
22,22,10
22,13,34
22,30,15
22,25,16
22,18,27
22,19,36
22,39,20
22,38,21
22,23,33
22,28,29
22,35,31
23,0,3
23,1,10
23,27,2
23,4,12
23,5,35
23,6,7
23,8,32
23,22,9
23,11,19
23,13,21
23,33,14
23,18,15
23,16,37
23,30,17
23,28,20
23,23,26
23,25,24
23,38,29
23,31,34
23,36,39
24,0,25
24,21,1
24,31,2
24,3,26
24,4,32
24,20,5
24,34,6
24,7,10
24,8,24
24,9,18
24,11,23
24,12,15
24,33,13
24,39,14
24,16,35
24,29,17
24,19,37
24,27,22
24,38,28
24,36,30
25,17,0
25,36,1
25,2,16
25,3,7
25,18,4
25,33,5
25,35,6
25,21,8
25,9,38
25,10,23
25,27,11
25,29,12
25,20,13
25,37,14
25,15,26
25,19,24
25,31,22
25,25,28
25,39,30
25,32,34
26,21,0
26,19,1
26,2,29
26,3,32
26,14,4
26,10,5
26,6,9
26,7,34
26,8,30
26,11,33
26,26,12
26,13,27
26,15,16
26,17,38
26,22,18
26,20,23
26,24,28
26,25,31
26,35,39
26,37,36
27,0,10
27,1,12
27,2,22
27,8,3
27,4,21
27,5,15
27,13,6
27,7,27
27,25,9
27,11,16
27,14,17
27,18,20
27,33,19
27,23,34
27,24,31
27,26,38
27,28,35
27,36,29
27,30,37
27,32,39
28,0,5
28,1,25
28,12,2
28,16,3
28,33,4
28,30,6
28,14,7
28,28,8
28,24,9
28,29,10
28,37,11
28,18,13
28,34,15
28,17,31
28,19,21
28,27,20
28,23,22
28,26,39
28,38,32
28,36,35
29,0,32
29,1,20
29,17,2
29,28,3
29,39,4
29,5,8
29,29,6
29,18,7
29,9,14
29,30,10
29,36,11
29,12,13
29,38,15
29,16,19
29,23,21
29,33,22
29,27,24
29,34,25
29,31,26
29,37,35
