0,Heuristic,1,50
Time,Value 
570,106397
540,106532
510,106613
480,106675
450,106765
420,106983
390,107278
0,135825
30,118458
60,114833
90,112392
120,111339
150,110744
180,110164
210,109568
240,108914
270,108490
300,108130
330,107510
360,107278
Final, 106361

Round,H_team,A_team 
0,24,0
0,25,1
0,14,2
0,15,3
0,4,7
0,6,5
0,10,8
0,29,9
0,11,20
0,26,12
0,19,13
0,34,16
0,17,30
0,18,28
0,39,21
0,37,22
0,33,23
0,32,27
0,31,35
0,38,36
1,26,0
1,24,1
1,18,2
1,3,13
1,32,4
1,5,30
1,31,6
1,7,27
1,11,8
1,9,28
1,10,15
1,29,12
1,14,20
1,25,16
1,17,35
1,19,21
1,39,22
1,37,23
1,38,33
1,34,36
2,7,0
2,1,21
2,2,10
2,3,18
2,31,4
2,37,5
2,27,6
2,12,8
2,9,17
2,11,15
2,13,32
2,25,14
2,24,16
2,28,19
2,23,20
2,36,22
2,26,38
2,29,35
2,39,30
2,34,33
3,0,31
3,3,1
3,2,11
3,27,4
3,36,5
3,13,6
3,7,29
3,8,14
3,9,32
3,16,10
3,12,24
3,15,23
3,17,39
3,20,18
3,19,26
3,21,37
3,22,38
3,30,25
3,28,33
3,35,34
4,0,11
4,1,7
4,2,31
4,35,3
4,4,9
4,33,5
4,6,37
4,8,39
4,21,10
4,20,12
4,13,38
4,14,24
4,15,19
4,16,23
4,17,25
4,22,18
4,28,26
4,27,29
4,30,36
4,32,34
5,35,0
5,1,11
5,17,2
5,38,3
5,4,37
5,5,28
5,6,23
5,15,7
5,25,8
5,9,39
5,10,19
5,22,12
5,33,13
5,14,32
5,16,26
5,18,31
5,20,27
5,21,36
5,24,30
5,34,29
6,38,0
6,12,1
6,2,20
6,3,17
6,33,4
6,7,5
6,6,21
6,8,15
6,9,16
6,10,36
6,11,19
6,39,13
6,14,18
6,26,22
6,23,35
6,24,34
6,37,25
6,31,27
6,28,30
6,29,32
7,34,0
7,18,1
7,2,35
7,3,32
7,23,4
7,31,5
7,8,6
7,7,17
7,12,9
7,10,14
7,16,11
7,36,13
7,28,15
7,19,38
7,20,33
7,26,21
7,27,22
7,29,24
7,39,25
7,37,30
8,0,10
8,9,1
8,3,2
8,4,34
8,27,5
8,6,25
8,19,7
8,18,8
8,11,36
8,12,17
8,13,22
8,14,35
8,15,33
8,16,28
8,20,26
8,24,21
8,23,38
8,30,29
8,32,31
8,39,37
9,0,28
9,1,4
9,15,2
9,20,3
9,5,26
9,6,19
9,16,7
9,30,8
9,9,14
9,13,10
9,11,23
9,37,12
9,17,18
9,21,34
9,22,33
9,24,32
9,25,31
9,35,27
9,29,36
9,38,39
10,0,32
10,1,26
10,2,13
10,22,3
10,17,4
10,5,16
10,6,28
10,23,7
10,21,8
10,9,11
10,18,10
10,33,12
10,14,36
10,27,15
10,19,25
10,37,20
10,38,24
10,31,29
10,30,34
10,35,39
11,12,0
11,1,32
11,2,27
11,14,3
11,4,5
11,7,6
11,8,16
11,13,9
11,10,22
11,34,11
11,31,15
11,17,21
11,18,30
11,19,24
11,36,20
11,23,25
11,26,29
11,28,39
11,33,37
11,35,38
12,18,0
12,6,1
12,29,2
12,3,24
12,8,4
12,34,5
12,7,9
12,10,37
12,32,11
12,12,27
12,13,15
12,14,17
12,16,19
12,39,20
12,30,21
12,28,22
12,36,23
12,38,25
12,31,26
12,33,35
13,0,4
13,15,1
13,26,2
13,3,36
13,25,5
13,6,17
13,7,14
13,8,23
13,9,27
13,10,35
13,11,37
13,32,12
13,13,18
13,16,29
13,19,39
13,20,28
13,21,33
13,24,22
13,30,31
13,38,34
14,0,8
14,1,14
14,5,2
14,25,3
14,4,10
14,18,6
14,11,7
14,22,9
14,34,12
14,27,13
14,15,36
14,16,20
14,17,31
14,19,35
14,21,28
14,23,39
14,26,24
14,37,29
14,30,33
14,32,38
15,1,0
15,2,6
15,3,28
15,4,14
15,15,5
15,10,7
15,8,29
15,20,9
15,38,11
15,25,12
15,26,13
15,21,16
15,37,17
15,39,18
15,19,34
15,22,30
15,23,31
15,27,24
15,35,32
15,33,36
16,0,9
16,5,1
16,2,4
16,3,26
16,10,6
16,7,13
16,8,19
16,35,11
16,12,16
16,14,21
16,38,15
16,36,17
16,33,18
16,20,22
16,23,34
16,31,24
16,29,25
16,27,30
16,28,37
16,32,39
17,0,19
17,1,23
17,12,2
17,3,7
17,11,4
17,5,32
17,6,14
17,38,8
17,9,31
17,20,10
17,13,30
17,35,15
17,16,33
17,28,17
17,18,21
17,29,22
17,24,25
17,26,27
17,34,39
17,36,37
18,16,0
18,30,1
18,2,23
18,4,3
18,11,5
18,6,32
18,7,33
18,34,8
18,9,10
18,12,18
18,13,31
18,15,14
18,17,26
18,19,20
18,22,21
18,24,39
18,25,27
18,28,36
18,29,38
18,37,35
19,0,33
19,17,1
19,2,28
19,11,3
19,4,6
19,5,10
19,7,31
19,8,20
19,9,18
19,15,12
19,13,23
19,22,14
19,39,16
19,32,19
19,21,29
19,37,24
19,25,34
19,30,26
19,27,38
19,36,35
20,0,2
20,1,29
20,23,3
20,18,4
20,5,35
20,6,22
20,7,20
20,33,8
20,30,9
20,10,12
20,39,11
20,21,13
20,14,26
20,15,17
20,36,16
20,27,19
20,28,24
20,32,25
20,31,38
20,34,37
21,14,0
21,2,1
21,3,6
21,4,29
21,5,23
21,18,7
21,28,8
21,21,9
21,39,10
21,33,11
21,12,13
21,22,15
21,16,30
21,20,17
21,31,19
21,36,24
21,35,25
21,26,32
21,27,34
21,38,37
22,0,27
22,1,39
22,9,2
22,3,5
22,25,4
22,29,6
22,12,7
22,8,36
22,33,10
22,11,28
22,14,13
22,18,15
22,16,38
22,22,17
22,19,30
22,20,21
22,24,23
22,35,26
22,31,34
22,32,37
23,0,15
23,1,27
23,8,2
23,16,3
23,4,36
23,5,39
23,24,6
23,22,7
23,37,9
23,10,28
23,13,11
23,12,31
23,29,14
23,17,38
23,25,18
23,19,33
23,30,20
23,35,21
23,32,23
23,34,26
24,0,22
24,1,37
24,7,2
24,10,3
24,4,19
24,5,38
24,6,26
24,8,17
24,36,9
24,27,11
24,30,12
24,13,16
24,14,31
24,15,39
24,34,18
24,29,20
24,23,21
24,24,35
24,28,25
24,33,32
25,21,0
25,10,1
25,2,37
25,33,3
25,4,24
25,5,8
25,39,6
25,26,7
25,9,19
25,31,11
25,12,14
25,13,29
25,15,16
25,17,27
25,38,18
25,20,32
25,23,22
25,36,25
25,28,34
25,30,35
26,0,29
26,1,31
26,2,30
26,3,34
26,12,4
26,19,5
26,36,6
26,7,32
26,8,35
26,26,9
26,23,10
26,11,22
26,17,13
26,14,27
26,15,20
26,16,37
26,18,24
26,21,25
26,28,38
26,33,39
27,5,0
27,1,8
27,2,33
27,3,29
27,26,4
27,6,38
27,7,34
27,9,24
27,32,10
27,11,30
27,21,12
27,13,20
27,37,14
27,25,15
27,17,16
27,18,27
27,19,23
27,22,31
27,35,28
27,39,36
28,23,0
28,20,1
28,22,2
28,27,3
28,4,30
28,5,13
28,6,16
28,35,7
28,8,9
28,38,10
28,11,21
28,36,12
28,39,14
28,34,15
28,24,17
28,29,18
28,37,19
28,25,26
28,32,28
28,31,33
29,20,0
29,22,1
29,21,2
29,31,3
29,4,16
29,24,5
29,34,6
29,38,7
29,37,8
29,25,9
29,10,11
29,39,12
29,35,13
29,30,14
29,32,15
29,29,17
29,26,18
29,36,19
29,23,28
29,27,33
