0,Heuristic,1,50
Time,Value 
90,5540
60,5708
30,6050
0,7560
Final, 5536

Round,H_team,A_team 
0,39,0
0,1,35
0,2,16
0,3,32
0,4,34
0,6,5
0,37,7
0,33,8
0,9,38
0,22,10
0,11,21
0,12,14
0,13,36
0,15,17
0,30,18
0,19,27
0,28,20
0,26,23
0,24,29
0,31,25
1,0,34
1,1,32
1,3,2
1,4,39
1,5,16
1,14,6
1,12,7
1,35,8
1,9,21
1,23,10
1,11,38
1,15,13
1,17,36
1,31,18
1,28,19
1,27,20
1,30,22
1,24,26
1,33,25
1,29,37
2,2,0
2,1,29
2,3,16
2,4,32
2,5,9
2,13,6
2,14,7
2,34,8
2,12,10
2,11,39
2,15,36
2,17,31
2,33,18
2,30,19
2,26,20
2,27,21
2,24,22
2,23,37
2,25,35
2,38,28
3,10,0
3,2,1
3,5,3
3,18,4
3,6,12
3,7,11
3,8,13
3,9,15
3,16,14
3,17,24
3,36,19
3,20,31
3,21,35
3,25,22
3,38,23
3,26,37
3,27,33
3,39,28
3,34,29
3,32,30
4,14,0
4,1,27
4,9,2
4,3,12
4,24,4
4,7,5
4,6,15
4,11,8
4,10,13
4,25,16
4,18,17
4,19,20
4,21,32
4,22,31
4,33,23
4,38,26
4,35,28
4,36,29
4,37,30
4,39,34
5,0,33
5,1,36
5,6,2
5,3,27
5,29,4
5,5,26
5,7,15
5,8,10
5,9,14
5,20,11
5,12,23
5,13,16
5,17,25
5,19,18
5,21,24
5,22,35
5,28,34
5,30,39
5,31,38
5,32,37
6,0,36
6,1,6
6,2,13
6,14,3
6,4,9
6,18,5
6,34,7
6,8,27
6,10,25
6,15,11
6,12,16
6,19,17
6,20,21
6,22,26
6,23,28
6,24,35
6,29,39
6,30,31
6,32,38
6,37,33
7,31,0
7,37,1
7,36,2
7,18,3
7,8,4
7,21,5
7,33,6
7,30,7
7,39,9
7,34,10
7,11,14
7,15,12
7,38,13
7,16,22
7,17,20
7,29,19
7,23,25
7,24,32
7,26,28
7,27,35
8,25,0
8,39,1
8,35,2
8,15,3
8,4,11
8,20,5
8,6,29
8,18,7
8,17,8
8,13,9
8,36,10
8,21,12
8,14,22
8,16,37
8,24,19
8,23,30
8,27,26
8,28,31
8,32,33
8,34,38
9,30,0
9,1,18
9,2,10
9,3,29
9,4,35
9,5,11
9,32,6
9,7,36
9,19,8
9,9,37
9,12,17
9,13,28
9,14,23
9,16,15
9,25,20
9,22,21
9,39,24
9,26,31
9,38,27
9,33,34
10,0,27
10,26,1
10,17,2
10,3,11
10,38,4
10,30,5
10,31,6
10,9,7
10,21,8
10,10,37
10,12,28
10,13,23
10,15,14
10,19,16
10,34,18
10,29,20
10,22,39
10,36,24
10,25,32
10,35,33
11,0,4
11,22,1
11,19,2
11,35,3
11,31,5
11,20,6
11,10,7
11,8,16
11,9,12
11,11,23
11,14,13
11,24,15
11,32,17
11,27,18
11,21,39
11,34,25
11,29,26
11,37,28
11,30,38
11,36,33
12,38,0
12,28,1
12,7,2
12,34,3
12,6,4
12,32,5
12,8,9
12,10,16
12,11,12
12,13,37
12,14,27
12,18,15
12,17,22
12,25,19
12,20,39
