IP_Miao,7,1400,53,1400,53
0,2,12
0,3,6
0,4,10
0,5,8
0,11,2
0,12,0
0,15,4
1,2,6
1,3,2
1,4,12
1,7,8
1,11,10
1,12,4
1,15,0
2,0,3
2,1,7
2,6,13
2,8,9
2,9,1
2,13,11
2,14,5
3,0,9
3,1,13
3,6,1
3,8,5
3,9,7
3,10,3
3,14,11
4,0,5
4,1,1
4,6,3
4,8,3
4,9,9
4,10,11
4,13,7
4,14,13
5,0,1
5,1,5
5,6,11
5,8,7
5,9,13
5,10,5
5,13,3
5,14,9
6,2,2
6,3,8
6,4,8
6,5,0
6,7,4
6,11,12
6,12,10
6,15,6
7,0,3
7,1,3
7,6,9
7,8,11
7,9,5
7,10,13
7,13,1
7,14,7
8,2,0
8,3,12
8,4,8
8,5,4
8,7,2
8,11,6
8,12,12
8,15,10
9,2,8
9,3,4
9,4,0
9,5,6
9,7,10
9,11,2
9,12,2
9,15,12
10,2,12
10,3,10
10,4,6
10,5,12
10,7,0
10,11,4
10,12,8
10,15,2
11,0,11
11,1,5
11,6,3
11,8,13
11,9,9
11,10,7
11,13,9
11,14,1
12,0,7
12,1,9
12,6,5
12,8,5
12,9,11
12,10,1
12,13,13
12,14,3
13,2,4
13,3,0
13,4,2
13,5,10
13,7,12
13,11,0
13,12,6
13,15,8
14,2,10
14,3,0
14,4,4
14,5,2
14,7,6
14,11,8
14,12,12
15,0,13
15,1,11
15,6,7
15,8,1
15,9,3
15,10,9
15,13,5
