0	1
1	1
2	0
3	1
4	1
5	1
6	0
7	0
8	0
9	1
10	0
11	1
12	1
13	0
14	0
15	1
16	0
17	0
18	1
19	1
20	0
21	1
22	0
23	1
24	1
25	1
26	0
27	0
28	0
29	1
30	1
31	0
32	0
33	0
34	1
35	0
36	1
37	1
38	1
39	0
40	1
41	1
42	0
43	1
44	1
45	1
46	1
47	0
48	1
49	1
50	0
51	1
52	1
53	0
54	0
55	1
56	1
57	1
58	0
59	1
60	0
61	0
62	0
63	0
64	0
65	1
66	0
67	0
68	0
69	1
70	0
71	0
72	1
73	0
74	1
75	1
76	0
77	0
78	0
79	1
80	0
81	1
82	0
83	0
84	1
85	1
86	1
87	0
88	0
89	1
90	0
91	0
92	1
93	1
94	1
95	1
96	0
97	0
98	0
99	0
100	1
101	0
102	0
103	0
104	1
105	0
106	0
107	1
108	0
109	0
110	1
111	1
112	0
113	1
114	0
115	0
116	1
117	0
118	1
119	0
120	1
121	0
122	1
123	0
124	1
125	1
126	1
127	0
128	0
129	1
130	0
131	0
132	1
133	1
134	0
135	0
136	0
137	1
138	0
139	1
140	1
141	0
142	0
143	0
144	1
145	1
146	1
147	0
148	1
149	1
150	0
151	1
152	1
153	0
154	1
155	1
156	1
157	0
158	0
159	0
160	0
161	1
162	1
163	1
164	0
165	0
166	0
167	1
168	1
169	0
170	1
171	1
172	1
173	1
174	0
175	1
176	0
177	0
178	1
179	0
180	0
181	1
182	0
183	1
11 10 13 4 14 12 3 9 8 7 6 2 1 5 
