0	0
1	1
2	0
3	1
4	0
5	1
6	0
7	0
8	0
9	1
10	1
11	0
12	0
13	0
14	0
15	1
16	1
17	0
18	1
19	1
20	0
21	1
22	0
23	0
24	0
25	1
26	0
27	0
28	0
29	0
30	1
31	0
32	0
33	1
34	1
35	0
36	1
37	1
38	1
39	0
40	0
41	1
42	0
43	1
44	0
45	1
46	1
47	0
48	0
49	0
50	0
51	1
52	1
53	0
54	1
55	1
56	1
57	1
58	1
59	1
60	0
61	0
62	0
63	0
64	1
65	0
66	1
67	0
68	0
69	1
70	0
71	1
72	1
73	1
74	0
75	1
76	0
77	1
78	1
79	0
80	1
81	1
82	0
83	1
84	1
85	1
86	1
87	0
88	0
89	0
90	0
91	0
92	1
93	1
94	1
95	1
96	0
97	0
98	0
99	1
100	1
101	0
102	0
103	0
104	1
105	1
106	0
107	1
108	0
109	0
110	0
111	1
112	0
113	1
114	1
115	1
116	0
117	0
118	1
119	1
120	1
121	0
122	1
123	1
124	1
125	1
126	0
127	1
128	0
129	1
130	1
131	0
132	1
133	0
134	0
135	0
136	0
137	1
138	1
139	1
140	1
141	0
142	0
143	0
1 6 3 4 5 2 11 10 9 8 14 12 13 7 
