Meta_Karel,5,2810,58,2811,687194783
0,1,10
0,9,7
0,11,1
0,13,5
0,23,9
0,25,3
0,27,12
1,9,13
1,10,1
1,11,9
1,14,11
1,17,2
1,25,5
1,41,7
2,8,12
2,11,6
2,16,10
2,18,9
2,24,4
2,38,2
2,43,0
3,15,5
3,22,3
3,23,6
3,35,8
3,52,0
3,54,12
3,56,10
3,62,12
4,22,8
4,35,3
4,38,12
4,40,0
4,44,5
4,60,2
4,62,10
5,3,1
5,12,4
5,22,13
5,34,9
5,35,11
5,36,7
5,60,6
6,7,1
6,8,9
6,16,13
6,17,11
6,26,6
6,29,4
6,49,2
7,6,10
7,31,0
7,32,12
7,33,4
7,47,5
7,48,2
7,60,8
8,6,0
8,10,10
8,16,4
8,19,6
8,24,13
8,26,8
8,63,2
9,0,6
9,25,1
9,43,12
9,44,10
9,45,3
9,59,8
9,63,5
10,6,7
10,26,2
10,40,13
10,41,5
10,49,9
10,60,11
10,63,0
11,0,8
11,2,7
11,14,2
11,25,10
11,26,12
11,27,0
11,28,5
12,5,12
12,15,7
12,36,5
12,51,9
12,53,3
12,55,1
12,57,11
13,1,0
13,10,12
13,11,4
13,14,7
13,23,8
13,42,10
13,43,2
14,0,4
14,1,6
14,13,3
14,26,10
14,27,8
14,28,0
14,61,12
15,5,8
15,12,6
15,18,11
15,33,1
15,34,3
15,37,13
15,48,9
16,2,3
16,8,7
16,18,0
16,19,12
16,24,9
16,38,5
16,61,2
17,1,8
17,6,3
17,26,4
17,27,6
17,28,10
17,29,12
17,60,0
18,4,6
18,12,10
18,15,2
18,16,8
18,23,13
18,24,1
18,37,4
19,8,11
19,29,2
19,30,7
19,31,9
19,32,0
19,46,5
19,48,13
20,21,10
20,42,12
20,44,7
20,45,0
20,59,5
20,62,3
20,63,9
21,3,4
21,4,11
21,20,2
21,22,6
21,44,12
21,45,9
21,61,0
22,3,7
22,4,4
22,5,0
22,15,12
22,35,5
22,36,2
22,38,9
23,0,0
23,2,5
23,18,3
23,27,2
23,28,12
23,38,7
23,59,10
24,0,2
24,4,7
24,8,5
24,11,3
24,18,12
24,38,0
24,61,10
25,0,11
25,1,12
25,9,9
25,41,2
25,42,4
25,44,0
25,45,7
26,1,3
26,13,9
26,14,5
26,17,7
26,41,13
26,42,0
26,63,11
27,11,11
27,13,13
27,14,1
27,28,3
27,40,4
27,42,7
27,43,9
28,10,4
28,11,13
28,14,9
28,24,11
28,26,1
28,40,6
28,42,2
29,7,11
29,17,5
29,19,8
29,30,1
29,32,9
29,49,3
29,53,13
30,19,4
30,31,10
30,32,2
30,34,13
30,49,0
30,61,6
30,62,8
31,7,13
31,19,1
31,30,3
31,32,7
31,34,11
31,46,8
31,49,5
32,6,5
32,7,3
32,10,8
32,17,13
32,29,6
32,46,1
32,47,11
33,7,9
33,15,10
33,18,5
33,30,12
33,34,7
33,37,3
33,48,0
34,19,10
34,31,6
34,33,2
34,37,8
34,46,12
34,48,5
34,59,0
35,3,2
35,15,4
35,21,7
35,22,10
35,24,6
35,36,12
35,62,0
36,3,9
36,5,3
36,22,11
36,35,1
36,39,13
36,61,4
36,62,6
37,5,5
37,15,0
37,18,7
37,47,12
37,50,11
37,53,9
37,54,2
38,2,11
38,4,1
38,23,4
38,24,8
38,35,13
38,37,10
38,54,6
39,5,2
39,36,0
39,52,9
39,54,12
39,55,11
39,56,7
39,58,5
39,62,12
40,2,1
40,4,9
40,6,12
40,27,10
40,38,3
40,42,5
40,47,7
41,1,4
41,9,0
41,13,6
41,25,8
41,43,10
41,44,3
41,45,12
42,4,13
42,10,3
42,13,1
42,28,8
42,40,11
42,41,9
42,43,6
43,8,3
43,13,11
43,20,13
43,27,5
43,28,7
43,40,8
43,47,1
44,9,2
44,20,1
44,25,13
44,41,11
44,43,4
44,58,8
44,59,6
45,9,11
45,20,8
45,25,6
45,41,1
45,58,10
45,60,4
45,63,13
46,7,6
46,29,0
46,30,9
46,31,2
46,33,13
46,34,4
46,48,11
47,2,8
47,3,13
47,31,4
47,33,6
47,40,2
47,46,10
47,58,0
48,16,6
48,31,12
48,32,10
48,33,8
48,37,1
48,47,3
48,54,4
49,2,13
49,6,8
49,8,1
49,10,6
49,29,10
49,30,11
49,32,4
50,12,2
50,48,7
50,51,8
50,52,12
50,53,4
50,54,10
50,56,0
51,12,0
51,39,10
51,50,6
51,52,4
51,59,2
51,60,12
51,63,7
52,3,11
52,21,5
52,50,3
52,51,13
52,53,1
52,55,6
52,57,8
53,12,8
53,37,6
53,52,10
53,54,0
53,56,5
53,57,2
53,58,12
54,12,13
54,33,11
54,50,1
54,51,5
54,53,7
54,55,8
54,56,3
55,50,9
55,51,3
55,52,7
55,56,12
55,57,0
55,58,2
55,62,5
56,21,8
56,39,1
56,50,13
56,52,2
56,53,11
56,55,4
56,57,6
57,50,5
57,51,1
57,54,9
57,55,10
57,58,3
57,59,12
57,61,7
58,9,4
58,20,6
58,34,1
58,49,7
58,51,11
58,56,9
58,57,13
59,14,13
59,20,11
59,21,1
59,39,3
59,44,9
59,46,7
59,57,4
60,16,1
60,21,3
60,29,7
60,30,5
60,36,10
60,47,9
60,55,13
61,0,13
61,17,1
61,23,11
61,35,9
61,39,8
61,45,5
61,46,3
62,7,7
62,16,11
62,17,9
62,21,13
62,23,1
62,39,4
62,45,2
63,5,10
63,19,3
63,20,4
63,22,1
63,36,8
63,39,6
63,49,12
