1217,Heuristic,i01,1
Time,Value 
7230,2831
7200,2831
7170,2831
7140,2831
7110,2831
7080,2831
7050,2831
7020,2831
6990,2831
6960,2831
6930,2831
6900,2831
6870,2831
6840,2831
6810,2831
6780,2831
6750,2831
6720,2831
6690,2831
6660,2831
6630,2831
6600,2831
6570,2831
6540,2831
6510,2831
6480,2831
6450,2831
6420,2831
6390,2831
6360,2831
6330,2831
6300,2831
6270,2831
6240,2831
6210,2831
6180,2831
6150,2831
6120,2831
6090,2831
6060,2831
6030,2831
6000,2831
5970,2831
5940,2831
5910,2831
5880,2831
5850,2831
5820,2831
5790,2831
5760,2831
5730,2831
5700,2831
5670,2831
5640,2831
5610,2831
5580,2831
5550,2831
5520,2831
5490,2831
5460,2831
5430,2831
5400,2831
5370,2831
5340,2831
5310,2831
5280,2831
5250,2831
5220,2831
5190,2831
5160,2831
5130,2831
5100,2831
5070,2831
5040,2831
5010,2831
4980,2831
4950,2831
4920,2831
4890,2831
4860,2831
4830,2831
4800,2831
4770,2831
4740,2831
4710,2831
4680,2831
4650,2831
4620,2831
4590,2831
4560,2831
4530,2831
4500,2831
4470,2831
4440,2831
4410,2831
4380,2831
4350,2831
4320,2831
4290,2831
4260,2831
4230,2831
4200,2831
4170,2831
4140,2831
4110,2831
4080,2831
4050,2831
4020,2831
3990,2831
3960,2831
3930,2831
3900,2831
3870,2831
3840,2831
3810,2831
1740,2838
1710,2838
1680,2838
1650,2838
1620,2838
1590,2838
1560,2838
1530,2838
1500,2838
1470,2838
1440,2838
1410,2838
1380,2838
1350,2838
1320,2838
1290,2838
1260,2838
1230,2838
1200,2838
1170,2838
1140,2838
1110,2838
1080,2838
1050,2838
1020,2838
990,2841
960,2841
930,2841
900,2841
870,2841
360,2846
330,2846
300,2846
270,2846
240,2846
210,2846
180,2846
150,2846
120,2846
90,2846
60,2846
30,2846
0,2880
390,2846
420,2846
450,2846
480,2846
510,2846
540,2846
570,2846
600,2846
630,2846
660,2846
690,2841
720,2841
750,2841
780,2841
810,2841
840,2841
1770,2838
1800,2838
1830,2838
1860,2838
1890,2838
1920,2838
1950,2838
1980,2838
2010,2838
2040,2838
2070,2838
2100,2838
2130,2838
2160,2838
2190,2838
2220,2838
2250,2838
2280,2838
2310,2838
2340,2838
2370,2838
2400,2838
2430,2838
2460,2838
2490,2838
2520,2838
2550,2838
2580,2838
2610,2838
2640,2838
2670,2838
2700,2838
2730,2838
2760,2838
2790,2838
2820,2838
2850,2838
2880,2838
2910,2838
2940,2838
2970,2838
3000,2838
3030,2838
3060,2838
3090,2838
3120,2838
3150,2835
3180,2833
3210,2833
3240,2833
3270,2833
3300,2833
3330,2833
3360,2833
3390,2833
3420,2833
3450,2833
3480,2833
3510,2833
3540,2833
3570,2833
3600,2833
3630,2833
3660,2833
3690,2833
3720,2831
3750,2831
3780,2831
Final, 2831,7231

Round,H_team,A_team 
0,2,0
0,4,1
0,21,3
0,18,5
0,6,15
0,7,8
0,9,19
0,20,10
0,11,17
0,13,12
0,16,14
0,22,26
0,23,24
0,28,25
0,31,27
0,29,32
0,33,30
1,0,4
1,1,7
1,3,2
1,5,9
1,16,6
1,8,21
1,10,13
1,20,11
1,14,12
1,17,15
1,19,18
1,24,22
1,26,23
1,25,29
1,27,28
1,30,31
1,32,33
2,0,8
2,1,18
2,7,2
2,3,4
2,12,5
2,11,6
2,9,10
2,13,14
2,15,20
2,17,16
2,19,21
2,22,27
2,23,31
2,32,24
2,30,25
2,28,26
2,29,33
3,7,0
3,2,1
3,18,3
3,4,8
3,5,13
3,6,12
3,14,9
3,10,19
3,15,11
3,20,16
3,21,17
3,25,22
3,23,30
3,33,24
3,27,26
3,29,28
3,31,32
4,1,0
4,8,2
4,19,3
4,4,7
4,10,5
4,13,6
4,12,9
4,16,11
4,14,15
4,17,20
4,21,18
4,22,28
4,33,23
4,24,31
4,25,27
4,26,29
4,30,32
5,0,21
5,8,1
5,2,4
5,3,7
5,5,19
5,6,17
5,9,13
5,12,10
5,11,14
5,15,16
5,18,20
5,31,22
5,32,23
5,24,30
5,26,25
5,27,29
5,28,33
