0,MiaoAlgo,i01
NrSuccesfullMatchings,2541,NrInfeasibleMatchings,0
Time,Value 
Final, 2932,0

Round,H_team,A_team 
0,0,4
0,1,2
0,18,3
0,9,5
0,13,6
0,8,7
0,20,10
0,17,11
0,12,14
0,16,15
0,21,19
0,22,25
0,23,24
0,26,27
0,28,29
0,31,30
0,33,32
1,0,2
1,7,1
1,3,21
1,4,8
1,5,10
1,6,15
1,14,9
1,11,16
1,12,13
1,20,17
1,19,18
1,30,22
1,23,31
1,32,24
1,25,28
1,33,26
1,29,27
2,1,0
2,2,8
2,3,4
2,19,5
2,6,11
2,7,21
2,9,12
2,10,18
2,13,14
2,15,17
2,16,20
2,22,31
2,32,23
2,24,33
2,27,25
2,28,26
2,30,29
3,0,3
3,8,1
3,2,7
3,18,4
3,5,13
3,12,6
3,10,9
3,15,11
3,14,19
3,17,16
3,21,20
3,26,22
3,23,30
3,31,24
3,25,33
3,27,28
3,29,32
4,7,0
4,1,18
4,4,2
4,3,8
4,14,5
4,6,16
4,13,9
4,19,10
4,11,12
4,20,15
4,21,17
4,22,27
4,33,23
4,24,28
4,25,26
4,29,31
4,30,32
5,8,0
5,4,1
5,2,3
5,5,12
5,17,6
5,18,7
5,9,19
5,10,13
5,11,20
5,16,14
5,15,21
5,28,22
5,27,23
5,24,30
5,32,25
5,26,29
5,31,33
