42,MiaoAlgo,i05
NrSuccesfullMatchings,3358,NrInfeasibleMatchings,222
Time,Value 
0,235842
Final, 231854,9

Round,H_team,A_team 
0,0,8
0,12,1
0,3,2
0,22,4
0,23,5
0,21,6
0,14,7
0,9,10
0,11,13
0,15,16
0,17,20
0,18,19
0,24,56
0,25,93
0,26,33
0,78,27
0,36,28
0,29,41
0,31,30
0,32,42
0,35,34
0,40,37
0,38,39
0,43,44
0,45,47
0,87,46
0,48,49
0,50,51
0,52,53
0,55,54
0,57,58
0,59,60
0,67,61
0,88,62
0,75,63
0,74,64
0,68,65
0,69,66
0,70,71
0,72,73
0,77,76
0,80,79
0,81,91
0,83,82
0,84,90
0,85,86
0,89,92
0,94,95
0,97,96
0,115,98
0,181,99
0,100,106
0,101,102
0,104,103
0,164,105
0,107,109
0,160,108
0,177,110
0,113,111
0,178,112
0,116,114
0,118,117
0,119,120
0,176,121
0,123,122
0,124,125
0,126,127
0,128,130
0,129,146
0,140,131
0,155,132
0,134,133
0,135,136
0,139,137
0,138,147
0,141,166
0,165,142
0,143,162
0,144,163
0,145,180
0,149,148
0,157,150
0,152,151
0,161,153
0,174,154
0,175,156
0,159,158
0,167,168
0,170,169
0,179,171
0,172,173
0,185,182
0,183,190
0,184,186
0,187,189
0,192,188
0,193,191
0,212,194
0,230,195
0,197,196
0,211,198
0,199,200
0,201,202
0,204,203
0,205,233
0,207,206
0,209,208
0,210,222
0,214,213
0,216,215
0,217,227
0,219,218
0,224,220
0,236,221
0,223,239
0,226,225
0,229,228
0,231,232
0,235,234
0,237,238
0,240,254
0,242,241
0,293,243
0,270,244
0,245,246
0,247,261
0,272,248
0,250,249
0,251,253
0,273,252
0,259,255
0,287,256
0,257,258
0,271,260
0,262,263
0,264,283
0,266,265
0,267,279
0,269,268
0,274,295
0,284,275
0,276,277
0,278,282
0,281,280
0,286,285
0,288,289
0,291,290
0,292,294
0,305,296
0,298,297
0,299,303
0,324,300
0,302,301
0,322,304
0,327,306
0,308,307
0,309,312
0,318,310
0,326,311
0,314,313
0,315,320
0,316,321
0,319,317
0,323,325
0,330,328
0,385,329
0,331,369
0,332,333
0,372,334
0,336,335
0,337,366
