0,MiaoAlgo,i06
NrSuccesfullMatchings,3618,NrInfeasibleMatchings,330
Time,Value 
0,195928
Final, 190230,12

Round,H_team,A_team 
0,25,0
0,33,1
0,27,2
0,15,3
0,9,4
0,11,5
0,26,6
0,7,10
0,8,12
0,13,19
0,16,14
0,20,17
0,21,18
0,22,24
0,28,23
0,30,29
0,32,31
0,42,34
0,62,35
0,43,36
0,39,37
0,38,57
0,40,41
0,44,63
0,48,45
0,46,56
0,47,49
0,50,51
0,52,53
0,58,54
0,59,55
0,60,61
0,65,64
0,66,68
0,137,67
0,70,69
0,71,140
0,87,72
0,83,73
0,114,74
0,75,76
0,77,102
0,138,78
0,89,79
0,113,80
0,94,81
0,82,126
0,85,84
0,86,142
0,88,141
0,91,90
0,92,107
0,95,93
0,132,96
0,97,149
0,98,100
0,139,99
0,135,101
0,103,104
0,136,105
0,108,106
0,110,109
0,112,111
0,150,115
0,151,116
0,117,119
0,118,120
0,121,122
0,128,123
0,127,124
0,125,148
0,129,147
0,131,130
0,133,134
0,144,143
0,146,145
0,152,153
0,154,192
0,158,155
0,156,191
0,157,199
0,159,208
0,160,209
0,218,161
0,215,162
0,163,165
0,202,164
0,166,214
0,168,167
0,169,210
0,177,170
0,171,207
0,200,172
0,182,173
0,181,174
0,175,179
0,187,176
0,196,178
0,180,213
0,184,183
0,219,185
0,195,186
0,220,188
0,221,189
0,190,211
0,194,193
0,197,198
0,201,212
0,204,203
0,206,205
0,217,216
0,230,222
0,228,223
0,224,240
0,226,225
0,227,241
0,229,231
0,232,237
0,233,238
0,239,234
0,235,236
0,242,248
0,243,244
0,249,245
0,246,252
0,253,247
0,251,250
0,267,254
0,317,255
0,256,259
0,257,272
0,290,258
0,261,260
0,262,263
0,282,264
0,322,265
0,266,277
0,268,293
0,269,270
0,294,271
0,291,273
0,292,274
0,296,275
0,295,276
0,278,324
0,279,316
0,280,288
0,281,323
0,284,283
0,306,285
0,307,286
0,287,289
0,297,300
0,299,298
0,305,301
0,303,302
0,304,310
0,308,309
0,311,312
0,325,313
0,314,315
0,319,318
0,320,321
0,326,352
0,327,328
0,329,366
0,330,342
0,331,332
0,333,341
0,354,334
0,335,336
0,339,337
0,338,344
0,346,340
0,343,371
0,349,345
0,347,365
0,348,369
0,350,357
0,351,364
0,360,353
0,356,355
0,359,358
0,363,361
0,362,367
0,370,368
0,372,373
0,410,374
0,375,376
0,378,377
0,379,389
0,400,380
0,381,382
0,393,383
0,390,384
0,405,385
0,395,386
0,397,387
0,411,388
0,391,392
0,394,396
0,398,399
0,401,402
0,409,403
0,406,404
0,408,407
0,412,413
0,414,429
0,416,415
