0,MiaoAlgo,i02
NrSuccesfullMatchings,2666,NrInfeasibleMatchings,0
Time,Value 
Final, 4041,0

Round,H_team,A_team 
0,0,15
0,1,21
0,13,2
0,4,3
0,9,5
0,6,7
0,8,10
0,11,12
0,18,14
0,17,16
0,25,19
0,24,20
0,23,22
0,26,39
0,33,27
0,29,28
0,30,31
0,32,36
0,34,35
0,38,37
1,0,8
1,17,1
1,2,21
1,14,3
1,4,18
1,15,5
1,6,11
1,12,7
1,10,9
1,19,13
1,22,16
1,20,25
1,24,23
1,37,26
1,31,27
1,28,32
1,29,33
1,39,30
1,34,38
1,35,36
2,10,0
2,1,22
2,19,2
2,3,18
2,14,4
2,5,8
2,12,6
2,7,11
2,15,9
2,13,20
2,16,23
2,21,17
2,25,24
2,26,30
2,27,29
2,28,33
2,31,32
2,37,34
2,38,35
2,36,39
3,9,0
3,16,1
3,17,2
3,11,3
3,6,4
3,5,14
3,18,7
3,8,15
3,13,10
3,21,12
3,20,19
3,22,24
3,23,25
3,26,31
3,27,28
3,32,29
3,30,34
3,33,36
3,35,37
3,39,38
4,0,1
4,2,11
4,3,6
4,4,19
4,10,5
4,7,13
4,9,8
4,12,18
4,14,15
4,24,16
4,22,17
4,20,23
4,25,21
4,34,26
4,30,27
4,28,31
4,29,35
4,33,32
4,36,38
4,37,39
5,5,0
5,1,9
5,2,25
5,3,12
5,7,4
5,18,6
5,8,14
5,15,10
5,11,13
5,16,20
5,23,17
5,19,22
5,21,24
5,27,26
5,35,28
5,31,29
5,32,30
5,38,33
5,39,34
5,36,37
