11,MiaoAlgo,i02
NrSuccesfullMatchings,2853,NrInfeasibleMatchings,0
Time,Value 
Final, 4075,0

Round,H_team,A_team 
0,8,0
0,16,1
0,21,2
0,3,4
0,5,9
0,6,7
0,19,10
0,12,11
0,18,13
0,14,15
0,17,22
0,25,20
0,24,23
0,26,27
0,32,28
0,33,29
0,31,30
0,35,34
0,36,39
0,37,38
1,9,0
1,1,23
1,2,25
1,14,3
1,4,18
1,15,5
1,11,6
1,7,12
1,10,8
1,13,21
1,17,16
1,19,20
1,22,24
1,39,26
1,30,27
1,28,33
1,29,32
1,37,31
1,34,38
1,36,35
2,0,5
2,1,17
2,13,2
2,3,18
2,15,4
2,6,12
2,11,7
2,8,9
2,10,14
2,20,16
2,24,19
2,25,21
2,23,22
2,26,30
2,27,33
2,29,28
2,31,32
2,34,37
2,35,39
2,38,36
3,0,10
3,24,1
3,12,2
3,3,7
3,6,4
3,5,14
3,8,15
3,16,9
3,18,11
3,19,13
3,21,17
3,23,20
3,22,25
3,26,31
3,28,27
3,30,29
3,32,35
3,33,34
3,36,37
3,39,38
4,1,0
4,2,6
4,13,3
4,4,12
4,10,5
4,7,18
4,14,8
4,9,15
4,11,21
4,22,16
4,17,23
4,25,19
4,20,24
4,34,26
4,27,31
4,30,28
4,29,36
4,33,32
4,38,35
4,37,39
5,0,17
5,9,1
5,2,11
5,12,3
5,4,14
5,5,8
5,18,6
5,7,13
5,15,10
5,16,24
5,21,19
5,20,22
5,23,25
5,32,26
5,27,29
5,28,36
5,39,30
5,31,34
5,38,33
5,35,37
