42,MiaoAlgo,i06
NrSuccesfullMatchings,3290,NrInfeasibleMatchings,248
Time,Value 
0,195516
Final, 190090,11

Round,H_team,A_team 
0,25,0
0,33,1
0,27,2
0,15,3
0,11,4
0,12,5
0,6,26
0,7,8
0,10,9
0,13,20
0,16,14
0,18,17
0,21,19
0,28,22
0,23,24
0,31,29
0,32,30
0,42,34
0,62,35
0,36,43
0,37,57
0,39,38
0,40,41
0,44,63
0,49,45
0,46,56
0,48,47
0,51,50
0,53,52
0,58,54
0,59,55
0,60,61
0,64,65
0,136,66
0,138,67
0,137,68
0,70,69
0,71,81
0,88,72
0,73,126
0,86,74
0,75,76
0,77,79
0,150,78
0,113,80
0,83,82
0,84,85
0,87,140
0,89,94
0,91,90
0,92,100
0,93,95
0,108,96
0,97,125
0,98,99
0,135,101
0,139,102
0,104,103
0,105,147
0,107,106
0,110,109
0,111,112
0,114,115
0,151,116
0,117,119
0,118,120
0,121,122
0,128,123
0,127,124
0,129,146
0,130,131
0,132,143
0,133,134
0,141,142
0,144,145
0,148,149
0,152,153
0,154,191
0,155,176
0,156,212
0,157,213
0,158,162
0,159,210
0,160,190
0,215,161
0,163,165
0,221,164
0,166,209
0,168,167
0,169,211
0,175,170
0,171,208
0,173,172
0,182,174
0,177,192
0,200,178
0,196,179
0,180,181
0,184,183
0,220,185
0,195,186
0,187,189
0,219,188
0,194,193
0,197,198
0,218,199
0,201,205
0,202,206
0,203,204
0,214,207
0,217,216
0,231,222
0,228,223
0,224,240
0,226,225
0,227,241
0,229,230
0,232,237
0,233,238
0,239,234
0,235,236
0,242,248
0,243,244
0,249,245
0,246,252
0,253,247
0,251,250
0,266,254
0,317,255
0,256,257
0,290,258
0,300,259
0,260,261
0,263,262
0,282,264
0,278,265
0,267,275
0,268,272
0,270,269
0,271,277
0,322,273
0,291,274
0,292,276
0,279,316
0,280,323
0,281,293
0,283,284
0,306,285
0,307,286
0,289,287
0,288,324
0,295,294
0,298,296
0,297,308
0,299,309
0,305,301
0,302,303
0,304,310
0,311,312
0,325,313
0,314,315
0,319,318
0,321,320
0,326,352
0,328,327
0,362,329
0,330,331
0,333,332
0,356,334
0,336,335
0,339,337
0,338,345
0,340,342
0,354,341
0,371,343
0,349,344
0,346,365
0,347,366
0,348,370
0,350,357
0,351,364
0,353,368
0,367,355
0,358,359
0,360,369
0,363,361
0,372,373
0,397,374
0,375,376
0,377,378
0,379,389
0,380,382
0,400,381
0,393,383
0,390,384
0,405,385
0,395,386
0,387,388
0,391,412
0,396,392
0,394,413
0,398,399
0,401,402
0,410,403
0,406,404
0,408,407
0,409,411
0,414,429
0,415,416
0,443,417
0,419,418
0,421,420
0,442,422
0,424,423
0,425,485
0,426,488
0,427,464
0,428,436
0,431,430
0,432,484
0,433,435
0,434,456
0,437,454
0,438,455
0,439,445
0,448,440
0,449,441
0,486,444
0,483,446
0,472,447
0,452,450
0,451,460
0,453,469
0,457,458
0,474,459
0,462,461
0,482,463
0,465,466
0,467,468
0,490,470
0,487,471
0,473,493
0,475,492
0,476,477
0,478,479
0,481,480
0,491,489
0,502,494
0,495,520
0,497,496
0,499,498
0,500,548
0,501,550
0,567,503
0,504,505
0,506,573
0,507,508
0,509,549
0,564,510
0,511,574
0,512,521
0,513,538
0,514,515
0,516,577
0,517,518
0,519,578
0,551,522
0,523,535
0,524,533
0,525,526
0,527,532
0,528,561
0,529,531
0,530,562
0,556,534
0,541,536
0,537,566
0,539,565
0,540,563
0,555,542
0,547,543
0,545,544
0,546,568
0,553,552
0,579,554
0,557,558
0,559,560
0,569,570
