154,MiaoAlgo,I_INCR40_20,500,70
NrSuccesfullMatchings,101062,NrInfeasibleMatchings,0
Time,Value 
4410,185384
4380,185384
4350,185384
4320,185384
4290,185384
4260,185384
4230,185384
4200,185384
4170,185384
4140,185384
4110,185384
4080,185384
4050,185384
4020,185384
3990,185384
3960,185384
3930,185384
3900,185384
3870,185384
3840,185384
3810,185384
1740,185384
1710,185384
1680,185384
1650,185384
1620,185384
1590,185384
1560,185384
1530,185384
1500,185384
1470,185384
1440,185384
1410,185384
1380,185384
1350,185384
1320,185384
1290,185384
1260,185384
1230,185384
1200,185384
1170,185384
1140,185384
1110,185384
1080,185384
1050,185384
1020,185384
990,185384
960,185384
930,185384
900,185384
870,185384
360,188662
330,189720
300,189720
270,190112
240,190478
210,190914
180,191106
150,191582
120,191762
90,192190
60,192352
30,192920
0,193904
390,188662
420,188662
450,188662
480,188662
510,188584
540,187572
570,187494
600,187494
630,187444
660,186838
690,185656
720,185386
750,185384
780,185384
810,185384
840,185384
1770,185384
1800,185384
1830,185384
1860,185384
1890,185384
1920,185384
1950,185384
1980,185384
2010,185384
2040,185384
2070,185384
2100,185384
2130,185384
2160,185384
2190,185384
2220,185384
2250,185384
2280,185384
2310,185384
2340,185384
2370,185384
2400,185384
2430,185384
2460,185384
2490,185384
2520,185384
2550,185384
2580,185384
2610,185384
2640,185384
2670,185384
2700,185384
2730,185384
2760,185384
2790,185384
2820,185384
2850,185384
2880,185384
2910,185384
2940,185384
2970,185384
3000,185384
3030,185384
3060,185384
3090,185384
3120,185384
3150,185384
3180,185384
3210,185384
3240,185384
3270,185384
3300,185384
3330,185384
3360,185384
3390,185384
3420,185384
3450,185384
3480,185384
3510,185384
3540,185384
3570,185384
3600,185384
3630,185384
3660,185384
3690,185384
3720,185384
3750,185384
3780,185384
Final, 185384,7231

