154,Heuristic,10000000,7230.000000,1,0.005000,500000,24,6
Time,Value 
Final, 75810,7231

NrViolations,0
Round,H_team,A_team 
0,2,0
0,1,5
0,3,17
0,4,11
0,6,16
0,10,7
0,23,8
0,20,9
0,12,14
0,18,13
0,15,19
0,21,22
1,0,6
1,20,1
1,2,11
1,21,3
1,4,16
1,13,5
1,18,7
1,8,17
1,9,22
1,10,23
1,12,19
1,14,15
2,0,9
2,16,1
2,10,2
2,15,3
2,14,4
2,5,19
2,6,18
2,11,7
2,22,8
2,12,13
2,17,23
2,20,21
3,0,18
3,1,23
3,8,2
3,7,3
3,5,4
3,6,20
3,11,9
3,19,10
3,22,12
3,14,13
3,17,15
3,16,21
4,1,0
4,2,14
4,3,10
4,7,4
4,5,21
4,23,6
4,8,20
4,9,12
4,11,18
4,13,17
4,16,15
4,19,22
5,4,0
5,15,1
5,23,2
5,3,12
5,7,5
5,21,6
5,9,8
5,17,10
5,13,11
5,18,14
5,19,16
5,22,20
