0,Heuristic,0,500
Time,Value 
780,764
750,764
720,770
690,774
660,782
630,784
600,788
570,796
540,798
510,804
480,818
450,830
420,840
390,856
0,2664
30,1610
60,1368
90,1238
120,1152
150,1080
180,1024
210,984
240,946
270,922
300,898
330,880
360,866
Final, 764

Round,H_team,A_team 
0,0,4
0,6,1
0,39,2
0,3,5
0,12,7
0,8,11
0,14,9
0,15,10
0,13,17
0,19,16
0,18,21
0,20,22
0,25,23
0,24,26
0,30,27
0,32,28
0,29,31
0,33,34
0,35,38
0,36,37
1,0,35
1,5,1
1,37,2
1,6,3
1,39,4
1,14,7
1,8,12
1,15,9
1,17,10
1,11,13
1,18,16
1,19,21
1,23,20
1,22,24
1,25,26
1,27,29
1,31,28
1,30,34
1,32,38
1,33,36
2,2,0
2,4,1
2,8,3
2,5,6
2,11,7
2,9,12
2,16,10
2,14,13
2,15,18
2,17,19
2,25,20
2,21,24
2,23,22
2,26,27
2,28,29
2,31,30
2,37,32
2,33,38
2,34,36
2,39,35
3,0,3
3,1,37
3,4,2
3,7,5
3,9,6
3,10,8
3,11,12
3,13,15
3,18,14
3,16,17
3,23,19
3,24,20
3,21,25
3,26,22
3,27,28
3,29,30
3,31,33
3,34,32
3,36,35
3,38,39
4,39,0
4,1,36
4,3,2
4,5,4
4,6,8
4,7,9
4,10,11
4,12,15
4,13,16
4,17,14
4,18,25
4,24,19
4,20,21
4,28,22
4,29,23
4,32,26
4,27,31
4,30,33
4,35,34
4,38,37
5,0,34
5,38,1
5,2,36
5,3,39
5,4,9
5,5,8
5,6,7
5,13,10
5,11,15
5,12,16
5,20,14
5,21,17
5,22,18
5,19,25
5,27,23
5,29,24
5,31,26
5,28,33
5,30,32
5,37,35
6,0,36
6,1,39
6,2,34
6,3,38
6,4,7
6,5,9
6,11,6
6,8,13
6,10,12
6,14,16
6,15,19
6,22,17
6,20,18
6,21,27
6,26,23
6,28,24
6,25,30
6,35,29
6,31,32
6,33,37
7,1,0
7,2,38
7,4,3
7,39,5
7,12,6
7,7,13
7,9,8
7,10,14
7,16,11
7,15,20
7,23,17
7,19,18
7,21,30
7,22,27
7,25,24
7,26,28
7,33,29
7,36,31
7,32,35
7,34,37
8,37,0
8,1,2
8,7,3
8,8,4
8,38,5
8,10,6
8,9,13
8,18,11
8,12,14
8,17,15
8,16,20
8,19,22
8,23,21
8,24,27
8,28,25
8,26,30
8,34,29
8,35,31
8,32,33
8,36,39
9,38,0
9,3,1
9,2,5
9,6,4
9,7,8
9,9,10
9,14,11
9,13,12
9,16,15
9,17,18
9,20,19
9,22,21
9,24,23
9,27,25
9,29,26
9,30,28
9,34,31
9,36,32
9,35,33
9,37,39
