0,Heuristic,0,50
Time,Value 
90,16684
60,16984
30,18148
0,49264
Final, 16672

Round,H_team,A_team 
0,0,1
0,2,4
0,3,7
0,5,10
0,8,6
0,9,11
0,12,16
0,14,13
0,17,15
0,20,18
0,19,21
0,22,24
0,26,23
0,29,25
0,31,27
0,28,30
0,33,32
0,34,37
0,36,35
0,39,38
1,0,7
1,1,10
1,6,2
1,3,4
1,14,5
1,8,11
1,9,16
1,17,12
1,15,13
1,19,18
1,21,20
1,22,30
1,29,23
1,24,26
1,28,25
1,33,27
1,32,31
1,36,34
1,38,35
1,39,37
2,4,0
2,1,7
2,2,10
2,6,3
2,13,5
2,8,9
2,11,16
2,15,12
2,18,14
2,17,22
2,20,19
2,23,21
2,24,30
2,26,25
2,34,27
2,32,28
2,39,29
2,33,31
2,37,35
2,38,36
3,10,0
3,4,1
3,7,2
3,12,3
3,11,5
3,6,9
3,13,8
3,16,14
3,15,22
3,18,17
3,23,19
3,26,20
3,25,21
3,27,24
3,34,28
3,38,29
3,30,31
3,32,39
3,35,33
3,37,36
4,9,0
4,1,6
4,5,2
4,11,3
4,7,4
4,10,8
4,12,13
4,14,15
4,16,22
4,19,17
4,21,18
4,25,20
4,24,23
4,26,27
4,28,37
4,35,29
4,30,38
4,31,39
4,34,32
4,36,33
5,0,6
5,5,1
5,3,2
5,13,4
5,8,7
5,9,10
5,12,11
5,14,19
5,15,16
5,17,21
5,22,18
5,23,20
5,24,25
5,28,26
5,27,37
5,29,36
5,30,39
5,31,38
5,32,35
5,33,34
6,2,0
6,8,1
6,3,5
6,6,4
6,9,7
6,10,12
6,13,11
6,14,17
6,15,19
6,16,21
6,24,18
6,20,22
6,25,23
6,26,37
6,27,36
6,28,35
6,29,30
6,34,31
6,32,38
6,39,33
7,0,3
7,11,1
7,2,8
7,4,9
7,5,6
7,7,12
7,10,14
7,13,17
7,18,15
7,16,19
7,20,24
7,21,22
7,23,28
7,25,36
7,29,26
7,27,30
7,35,31
7,37,32
7,38,33
7,39,34
8,0,8
8,1,3
8,2,9
8,4,5
8,6,12
8,7,10
8,11,14
8,18,13
8,20,15
8,16,17
8,19,24
8,21,28
8,22,23
8,25,27
8,30,26
8,31,29
8,36,32
8,37,33
8,38,34
8,35,39
9,5,0
9,1,2
9,3,9
9,4,8
9,7,6
9,10,11
9,12,14
9,19,13
9,23,15
9,18,16
9,17,20
9,21,24
9,22,25
9,31,26
9,27,28
9,33,29
9,30,32
9,35,34
9,36,39
9,37,38
