0,Heuristic,0,1
Time,Value 
0,123959
Final, 123959

Round,H_team,A_team 
0,5,0
0,12,1
0,2,3
0,4,10
0,6,9
0,8,7
0,14,11
0,13,15
1,0,3
1,14,1
1,2,9
1,4,5
1,6,8
1,10,7
1,13,11
1,12,15
2,0,14
2,15,1
2,4,2
2,8,3
2,5,9
2,6,7
2,10,11
2,12,13
3,0,8
3,1,4
3,7,2
3,3,5
3,15,6
3,9,14
3,10,13
3,11,12
4,1,0
4,2,12
4,3,4
4,5,10
4,13,6
4,7,15
4,8,14
4,9,11
5,2,0
5,5,1
5,3,12
5,7,4
5,14,6
5,13,8
5,9,10
5,11,15
6,4,0
6,1,9
6,2,5
6,6,3
6,13,7
6,11,8
6,12,10
6,15,14
7,0,12
7,1,2
7,3,9
7,4,13
7,5,6
7,11,7
7,15,8
7,10,14
8,10,0
8,6,1
8,2,11
8,3,13
8,15,4
8,14,5
8,7,9
8,8,12
9,0,13
9,7,1
9,6,2
9,3,11
9,14,4
9,12,5
9,9,8
9,10,15
10,0,6
10,1,10
10,8,2
10,7,3
10,12,4
10,11,5
10,9,15
10,13,14
11,11,0
11,1,3
11,15,2
11,4,6
11,5,7
11,8,10
11,9,13
11,14,12
