0,Heuristic,0,10
Time,Value 
30,5538
0,7544
Final, 5356

Round,H_team,A_team 
0,0,23
0,7,1
0,38,2
0,9,3
0,5,4
0,6,12
0,20,8
0,10,15
0,11,27
0,13,19
0,14,22
0,17,16
0,24,18
0,28,21
0,26,25
0,35,29
0,31,30
0,34,32
0,33,36
0,39,37
1,38,0
1,6,1
1,2,7
1,3,12
1,4,32
1,17,5
1,24,8
1,9,13
1,10,27
1,11,18
1,14,19
1,15,22
1,20,16
1,30,21
1,37,23
1,35,25
1,26,31
1,28,39
1,33,29
1,34,36
2,0,32
2,1,15
2,2,33
2,13,3
2,9,4
2,18,5
2,6,20
2,7,38
2,21,8
2,10,11
2,37,12
2,14,27
2,16,19
2,24,17
2,22,26
2,35,23
2,25,28
2,29,39
2,36,30
2,34,31
3,11,0
3,30,1
3,2,39
3,16,3
3,4,33
3,19,5
3,32,6
3,7,9
3,8,38
3,12,10
3,13,15
3,20,14
3,17,22
3,27,18
3,21,35
3,23,34
3,25,24
3,26,28
3,36,29
3,31,37
4,9,0
4,21,1
4,13,2
4,15,3
4,4,11
4,5,38
4,33,6
4,7,10
4,36,8
4,14,12
4,22,16
4,17,25
4,23,18
4,19,26
4,20,35
4,30,24
4,27,31
4,28,34
4,37,29
4,39,32
5,0,29
5,19,1
5,14,2
5,3,7
5,6,4
5,34,5
5,10,8
5,20,9
5,38,11
5,32,12
5,17,13
5,15,25
5,23,16
5,18,26
5,33,21
5,22,37
5,24,35
5,39,27
5,28,30
5,31,36
6,0,17
6,1,11
6,2,3
6,8,4
6,33,5
6,9,6
6,7,19
6,10,37
6,29,12
6,22,13
6,14,23
6,18,15
6,16,25
6,32,20
6,34,21
6,24,31
6,26,30
6,36,27
6,35,28
6,38,39
7,0,34
7,4,1
7,2,17
7,3,32
7,29,5
7,6,19
7,7,37
7,12,8
7,9,38
7,10,13
7,11,14
7,15,23
7,18,16
7,30,20
7,27,21
7,39,22
7,36,24
7,25,31
7,26,35
7,28,33
8,13,0
8,2,1
8,39,3
8,4,19
8,5,32
8,11,6
8,36,7
8,17,8
8,9,18
8,26,10
8,12,38
8,15,14
8,21,16
8,28,20
8,35,22
8,23,31
8,34,24
8,25,29
8,27,33
8,37,30
9,15,0
9,1,38
9,5,2
9,3,11
9,31,4
9,6,39
9,35,7
9,19,8
9,16,9
9,30,10
9,12,23
9,13,18
9,14,26
9,21,17
9,20,29
9,34,22
9,33,24
9,32,25
9,28,27
9,37,36
10,22,0
10,1,14
10,6,2
10,3,35
10,38,4
10,5,39
10,33,7
10,8,23
10,19,9
10,31,10
10,11,16
10,18,12
10,13,28
10,27,15
10,17,26
10,24,20
10,21,29
10,30,25
10,36,32
10,34,37
11,0,3
11,31,1
11,2,34
11,4,35
11,10,5
11,37,6
11,7,23
11,8,11
11,12,9
11,29,13
11,39,14
11,26,15
11,16,30
11,17,28
11,18,21
11,24,19
11,20,22
11,36,25
11,32,27
11,33,38
12,0,35
12,27,1
12,2,36
12,3,26
12,4,34
12,5,14
12,22,6
12,12,7
12,16,8
12,9,11
12,10,18
12,24,13
12,28,15
12,17,30
12,19,21
12,23,20
12,25,33
12,29,38
12,39,31
12,37,32
13,0,36
13,32,1
13,10,2
13,3,4
13,20,5
13,16,6
13,11,7
13,8,18
13,9,26
13,15,12
13,21,13
13,14,25
13,31,17
13,19,30
13,22,33
13,29,23
13,28,24
13,27,38
13,39,34
13,35,37
14,1,0
14,12,2
14,34,3
14,4,36
14,21,5
14,6,10
14,7,18
14,9,8
14,20,11
14,13,25
14,14,16
14,37,15
14,38,17
14,22,19
14,30,23
14,24,26
14,27,29
14,28,32
14,35,31
14,33,39
15,2,0
15,1,28
15,31,3
15,4,10
15,16,5
15,6,17
15,8,7
15,14,9
15,11,21
15,26,12
15,23,13
15,36,15
15,18,34
15,19,39
15,25,20
15,24,22
15,30,27
15,29,32
15,35,33
15,38,37
16,0,33
16,1,37
16,11,2
16,29,3
16,17,4
16,5,35
16,6,8
16,7,28
16,9,21
16,36,10
16,25,12
16,16,13
16,18,14
16,31,15
16,19,34
16,26,20
16,22,27
16,23,39
16,32,24
16,30,38
17,27,0
17,5,1
17,15,2
17,3,37
17,16,4
17,7,6
17,8,28
17,35,9
17,10,21
17,23,11
17,24,12
17,13,14
17,17,19
17,18,22
17,20,34
17,39,25
17,33,26
17,29,30
17,31,32
17,38,36
18,25,0
18,8,1
18,2,35
18,20,3
18,12,4
18,37,5
18,6,15
18,7,16
18,36,9
18,38,10
18,24,11
18,39,13
18,21,14
18,34,17
18,19,18
18,22,29
18,27,23
18,32,26
18,28,31
18,30,33
19,30,0
19,1,35
19,2,18
19,14,3
19,4,37
19,5,28
19,6,13
19,20,7
19,8,15
19,34,9
19,39,10
19,25,11
19,12,16
19,33,17
19,36,19
19,32,21
